Purchase_ID,Purchase_Line_Number,Date_ID,Transaction_Date,Document_ID,Product_ID,Supplier_ID,Employee_ID,Business_Line_ID,Account_ID,PO_Number,Supplier_Invoice_Number,Purchase_Type,Payment_Terms,Payment_Status,Delivery_Status,Quantity_Ordered,Quantity_Received,Unit_Cost,Freight_Cost,Tax_Pct,Warehouse_Destination,Incoterms,Currency,Exchange_Rate,Quality_Check_Status,Defect_Rate_Pct,Approved_By,Received_By,Notes,Expected_Delivery_Date,Actual_Delivery_Date,Net_Amount,Tax_Amount,Total_Amount,Total_Amount_RON,Quantity_Variance,Delivery_Delay_Days
69,6,20240409,2024-04-09 00:00:00,DOC001078,PRD00264,SUPP00150,EMP00149,BL001,ACC20002,PO-754649,SINV-836254,Service,Net 60,Paid,Delivered,125,270,143.54,48.85,19,WH_Bucharest,FOB,RON,0.9786,Passed,1.99,EMP00236,EMP00003,,2024-05-07 00:00:00,2024-04-25 00:00:00,38755.8,7363.6,46168.25,45180.25,145,-12
70,4,20240528,2024-05-28 00:00:00,DOC003059,PRD00249,SUPP00114,EMP00243,BL001,ACC20001,PO-734132,SINV-917318,Stock,Net 60,Paid,Delivered,79,123,186.81,88.19,19,WH_Bucharest,DDP,EUR,1.0229,Passed,1.8,EMP00197,EMP00092,Rush Order,2024-07-09 00:00:00,2024-06-09 00:00:00,22977.63,4365.75,27431.57,28059.75,44,-30
71,15,20241203,2024-12-03 00:00:00,DOC000381,PRD00128,SUPP00111,EMP00165,BL001,ACC20001,PO-602570,SINV-639008,Stock,Net 30,Pending,Delivered,122,445,316.61,166.65,19,WH_Cluj,DDP,RON,1.0427,Passed,2.76,EMP00230,EMP00175,,2024-12-17 00:00:00,2024-12-13 00:00:00,140891.45,26769.38,167827.48,174993.71,323,-4
72,7,20241207,2024-12-07 00:00:00,DOC002196,PRD00086,SUPP00136,EMP00099,BL004,ACC20001,PO-775517,SINV-117489,Service,Net 30,Paid,In Transit,275,376,134.19,2.04,19,WH_Bucharest,CIF,EUR,0.9597,Passed,0.36,EMP00076,EMP00134,,2024-12-26 00:00:00,2024-12-18 00:00:00,50455.44,9586.53,60044.01,57624.24,101,-8
73,1,20240124,2024-01-24 00:00:00,DOC000727,PRD00443,SUPP00138,EMP00031,BL003,ACC20001,PO-110869,SINV-185499,Direct,Net 30,Pending,Delivered,402,62,171.72,166.02,19,WH_Cluj,EXW,RON,0.9605,Passed,3.79,EMP00154,EMP00093,,2024-02-25 00:00:00,2024-03-03 00:00:00,10646.64,2022.86,12835.52,12328.52,-340,7
74,10,20230927,2023-09-27 00:00:00,DOC000430,PRD00476,SUPP00128,EMP00245,BL005,ACC20002,PO-511917,SINV-183623,Direct,Net 60,Pending,Pending,187,207,427.03,194.08,19,WH_Timisoara,EXW,RON,1.0133,Passed,2.53,EMP00167,EMP00175,,2023-11-08 00:00:00,2023-10-24 00:00:00,88395.21,16795.09,105384.38,106785.99,20,-15
75,2,20250626,2025-06-26 00:00:00,DOC001403,PRD00058,SUPP00194,EMP00215,BL002,ACC20002,PO-702540,SINV-643558,Stock,Net 60,Overdue,Delivered,291,67,89.47,88.33,19,WH_Timisoara,CIF,RON,0.9563,Passed,4.77,EMP00125,EMP00111,,2025-07-24 00:00:00,2025-08-11 00:00:00,5994.49,1138.95,7221.77,6906.18,-224,18
76,5,20240219,2024-02-19 00:00:00,DOC001329,PRD00475,SUPP00196,EMP00086,BL005,ACC20001,PO-560236,SINV-519579,Stock,Net 30,Paid,Delivered,164,372,183.34,128.87,19,WH_Bucharest,DDP,EUR,0.9954,Passed,4.59,EMP00149,EMP00041,,2024-02-28 00:00:00,2024-03-14 00:00:00,68202.48,12958.47,81289.82,80915.89,208,15
77,6,20251001,2025-10-01 00:00:00,DOC002652,PRD00221,SUPP00070,EMP00086,BL004,ACC20001,PO-809333,SINV-303410,Service,Net 60,Paid,Delivered,299,257,71.42,166.25,19,WH_Timisoara,EXW,RON,0.9898,Passed,1.34,EMP00024,EMP00101,,2025-11-11 00:00:00,2025-10-26 00:00:00,18354.94,3487.44,22008.63,21784.14,-42,-16
78,4,20240420,2024-04-20 00:00:00,DOC003868,PRD00065,SUPP00180,EMP00119,BL002,ACC20001,PO-519205,SINV-558756,Stock,Net 30,Paid,Delivered,51,319,358.09,86.35,19,WH_Timisoara,EXW,EUR,1.0406,Passed,0.73,EMP00002,EMP00042,,2024-04-29 00:00:00,2024-05-17 00:00:00,114230.71,21703.83,136020.89,141543.34,268,18
79,10,20230416,2023-04-16 00:00:00,DOC003243,PRD00081,SUPP00148,EMP00194,BL003,ACC20001,PO-801326,SINV-905658,Stock,Net 30,Pending,Delivered,476,390,59.36,134.29,19,WH_Timisoara,FOB,RON,1.0094,Passed,1.79,EMP00090,EMP00158,,2023-05-16 00:00:00,2023-05-28 00:00:00,23150.4,4398.58,27683.27,27943.49,-86,12
80,9,20241020,2024-10-20 00:00:00,DOC003170,PRD00463,SUPP00056,EMP00245,BL003,ACC20002,PO-588092,SINV-983627,Stock,Net 30,Paid,Pending,258,28,358.06,184.73,19,WH_Bucharest,EXW,RON,0.9756,Passed,1.3,EMP00227,EMP00143,,2024-11-26 00:00:00,2024-11-18 00:00:00,10025.68,1904.88,12115.29,11819.68,-230,-8
81,13,20250524,2025-05-24 00:00:00,DOC001957,PRD00230,SUPP00101,EMP00149,BL001,ACC20001,PO-848182,SINV-512044,Stock,Net 60,Paid,Delivered,238,92,62.52,124.77,19,WH_Timisoara,CIF,EUR,0.9752,Passed,2.51,EMP00141,EMP00178,,2025-07-01 00:00:00,2025-06-19 00:00:00,5751.84,1092.85,6969.46,6796.62,-146,-12
82,9,20231204,2023-12-04 00:00:00,DOC001992,PRD00332,SUPP00032,EMP00066,BL002,ACC20002,PO-396214,SINV-837198,Direct,Net 30,Paid,Delivered,195,146,257.45,183.53,19,WH_Cluj,CIF,EUR,1.0018,Pending,2,EMP00204,EMP00204,,2024-01-13 00:00:00,2023-12-24 00:00:00,37587.7,7141.66,44912.89,44993.73,-49,-20
83,2,20230908,2023-09-08 00:00:00,DOC003093,PRD00437,SUPP00187,EMP00099,BL002,ACC20002,PO-573211,SINV-848639,Stock,Net 90,Pending,Delivered,131,260,479.75,63.02,19,WH_Timisoara,CIF,RON,1.0079,Failed,4.67,EMP00063,EMP00045,,2023-10-01 00:00:00,2023-09-27 00:00:00,124735,23699.65,148497.67,149670.8,129,-4
84,3,20240419,2024-04-19 00:00:00,DOC002974,PRD00246,SUPP00141,EMP00025,BL005,ACC20001,PO-147581,SINV-429050,Stock,Prepaid,Pending,Delivered,264,34,236.09,154.61,19,WH_Cluj,CIF,USD,0.963,Passed,0.58,EMP00189,EMP00188,,2024-06-01 00:00:00,2024-06-02 00:00:00,8027.06,1525.14,9706.81,9347.66,-230,1
85,7,20240406,2024-04-06 00:00:00,DOC003983,PRD00499,SUPP00077,EMP00025,BL004,ACC20002,PO-653993,SINV-271266,Direct,Net 60,Pending,Delivered,425,166,6.57,0.49,19,WH_Bucharest,DDP,RON,1.0321,Passed,4.03,EMP00095,EMP00028,,2024-05-16 00:00:00,2024-04-20 00:00:00,1090.62,207.22,1298.33,1340.01,-259,-26
86,13,20230423,2023-04-23 00:00:00,DOC001003,PRD00336,SUPP00131,EMP00039,BL001,ACC20001,PO-105422,SINV-699982,Stock,Net 60,Paid,Delivered,121,108,325.49,88.69,19,WH_Timisoara,EXW,RON,1.011,Passed,0.86,EMP00156,EMP00127,,2023-05-03 00:00:00,2023-06-06 00:00:00,35152.92,6679.05,41920.66,42381.79,-13,34
87,15,20250905,2025-09-05 00:00:00,DOC000381,PRD00216,SUPP00200,EMP00025,BL004,ACC20002,PO-697349,SINV-457822,Service,Net 60,Paid,Delivered,14,178,130.16,58.02,19,WH_Cluj,DDP,RON,0.9717,Passed,0.48,EMP00242,EMP00123,,2025-10-19 00:00:00,2025-10-23 00:00:00,23168.48,4402.01,27628.51,26846.62,164,4
88,7,20240306,2024-03-06 00:00:00,DOC003980,PRD00346,SUPP00150,EMP00175,BL004,ACC20001,PO-732882,SINV-713259,Direct,Net 60,Paid,Delivered,363,375,472.25,120.18,19,WH_Timisoara,FOB,EUR,1.038,Passed,2.9,EMP00012,EMP00173,Partial Delivery,2024-03-13 00:00:00,2024-03-16 00:00:00,177093.75,33647.81,210861.74,218874.49,12,3
89,12,20240912,2024-09-12 00:00:00,DOC000875,PRD00032,SUPP00193,EMP00119,BL001,ACC20001,PO-588978,SINV-155886,Direct,COD,Paid,Delivered,63,235,465.24,141.13,19,WH_Timisoara,FOB,RON,0.9802,Pending,0.18,EMP00234,EMP00186,,2024-10-02 00:00:00,2024-10-12 00:00:00,109331.4,20772.97,130245.5,127666.64,172,10
90,4,20230519,2023-05-19 00:00:00,DOC004694,PRD00249,SUPP00194,EMP00025,BL004,ACC20002,PO-710032,SINV-997021,Stock,Net 30,Paid,Delivered,39,258,10.57,89.27,19,WH_Timisoara,FOB,USD,0.9569,Failed,4.92,EMP00086,EMP00211,,2023-06-11 00:00:00,2023-06-26 00:00:00,2727.06,518.14,3334.47,3190.75,219,15
91,13,20230126,2023-01-26 00:00:00,DOC002884,PRD00058,SUPP00029,EMP00141,BL004,ACC20001,PO-221301,SINV-235936,Stock,Net 30,Paid,Delivered,107,98,329.7,124.24,19,WH_Timisoara,FOB,RON,0.9938,Passed,4.47,EMP00210,EMP00085,,2023-03-04 00:00:00,2023-02-09 00:00:00,32310.6,6139.01,38573.85,38334.69,-9,-23
92,5,20240109,2024-01-09 00:00:00,DOC003969,PRD00456,SUPP00138,EMP00250,BL001,ACC20001,PO-883614,SINV-545995,Service,Prepaid,Overdue,Delivered,463,330,53.64,93.9,19,WH_Cluj,EXW,EUR,0.9698,Passed,4.03,EMP00032,EMP00208,,2024-01-28 00:00:00,2024-02-14 00:00:00,17701.2,3363.23,21158.33,20519.35,-133,17
93,8,20230503,2023-05-03 00:00:00,DOC001837,PRD00382,SUPP00019,EMP00135,BL001,ACC20001,PO-770658,SINV-307404,Service,Net 60,Paid,Delivered,319,415,480.96,138.53,19,WH_Timisoara,FOB,RON,1.0352,Passed,3.92,EMP00237,EMP00239,,2023-05-13 00:00:00,2023-05-15 00:00:00,199598.4,37923.7,237660.63,246026.28,96,2
94,11,20231229,2023-12-29 00:00:00,DOC004838,PRD00014,SUPP00124,EMP00175,BL003,ACC20002,PO-297345,SINV-986095,Service,Net 30,Paid,In Transit,324,10,173.19,149.63,19,WH_Bucharest,DDP,RON,0.988,Passed,5,EMP00039,EMP00232,Partial Delivery,2024-01-22 00:00:00,2024-02-09 00:00:00,1731.9,329.06,2210.59,2184.06,-314,18
95,2,20230728,2023-07-28 00:00:00,DOC002841,PRD00028,SUPP00126,EMP00250,BL004,ACC20002,PO-629620,SINV-851454,Service,Net 90,Paid,Partial,209,352,247.86,135.19,19,WH_Timisoara,FOB,RON,1.0024,Failed,2.18,EMP00137,EMP00113,,2023-08-27 00:00:00,2023-08-20 00:00:00,87246.72,16576.88,103958.79,104208.29,143,-7
96,8,20240805,2024-08-05 00:00:00,DOC001249,PRD00372,SUPP00109,EMP00073,BL004,ACC20002,PO-158615,SINV-388585,Stock,Net 90,Paid,Delivered,54,98,229.49,38.46,19,WH_Timisoara,CIF,USD,0.9513,Passed,2.89,EMP00236,EMP00127,,2024-09-02 00:00:00,2024-09-11 00:00:00,22490.02,4273.1,26801.58,25496.34,44,9
97,11,20231227,2023-12-27 00:00:00,DOC003540,PRD00450,SUPP00128,EMP00039,BL002,ACC20002,PO-555299,SINV-729030,Stock,Net 30,Paid,Delivered,456,218,32.32,193.87,19,WH_Cluj,FOB,RON,1.0101,Pending,4.75,EMP00246,EMP00075,,2024-01-14 00:00:00,2024-01-19 00:00:00,7045.76,1338.69,8578.32,8664.96,-238,5
98,8,20231208,2023-12-08 00:00:00,DOC001738,PRD00338,SUPP00132,EMP00215,BL004,ACC20002,PO-906296,SINV-247336,Stock,Net 30,Pending,Delivered,269,282,126.27,184.76,19,WH_Bucharest,DDP,RON,1.0077,Passed,4.82,EMP00057,EMP00013,Quality Issues,2023-12-16 00:00:00,2024-01-19 00:00:00,35608.14,6765.55,42558.45,42886.15,13,34
99,3,20251013,2025-10-13 00:00:00,DOC000432,PRD00038,SUPP00184,EMP00243,BL004,ACC20001,PO-387362,SINV-413016,Stock,Net 90,Partial,Delivered,430,447,448.29,22.09,19,WH_Cluj,CIF,RON,0.9799,Passed,4.88,EMP00165,EMP00248,,2025-11-26 00:00:00,2025-11-08 00:00:00,200385.63,38073.27,238480.99,233687.52,17,-18
100,2,20230527,2023-05-27 00:00:00,DOC001403,PRD00353,SUPP00124,EMP00149,BL002,ACC20001,PO-845951,SINV-355358,Stock,Net 60,Paid,Delivered,151,11,351.22,47.35,19,WH_Cluj,CIF,RON,0.9882,Passed,2.13,EMP00109,EMP00213,,2023-06-23 00:00:00,2023-07-06 00:00:00,3863.42,734.05,4644.82,4590.01,-140,13
101,15,20230628,2023-06-28 00:00:00,DOC001193,PRD00101,SUPP00129,EMP00243,BL002,ACC20002,PO-186610,SINV-155081,Stock,Net 60,Paid,Delivered,334,123,325.48,43.72,19,WH_Timisoara,CIF,EUR,0.9814,Passed,1.33,EMP00171,EMP00194,,2023-07-24 00:00:00,2023-07-22 00:00:00,40034.04,7606.47,47684.23,46797.3,-211,-2
102,7,20251027,2025-10-27 00:00:00,DOC004858,PRD00401,SUPP00105,EMP00135,BL004,ACC20001,PO-368391,SINV-410905,Stock,Net 30,Paid,Delivered,259,257,234.56,62.65,19,WH_Bucharest,CIF,EUR,1.0076,Passed,4.35,EMP00071,EMP00183,Rush Order,2025-11-14 00:00:00,2025-12-14 00:00:00,60281.92,11453.56,71798.13,72343.8,-2,30
103,13,20240907,2024-09-07 00:00:00,DOC003953,PRD00099,SUPP00186,EMP00200,BL004,ACC20002,PO-938154,SINV-263820,Stock,Net 30,Paid,Delivered,82,51,480.07,23.08,19,WH_Timisoara,EXW,EUR,1.047,Passed,2.15,EMP00234,EMP00165,,2024-10-10 00:00:00,2024-10-17 00:00:00,24483.57,4651.88,29158.53,30528.98,-31,7
104,14,20251226,2025-12-26 00:00:00,DOC000331,PRD00444,SUPP00005,EMP00178,BL004,ACC20001,PO-197377,SINV-606924,Service,Net 30,Paid,Delivered,84,492,329.42,162.02,19,WH_Cluj,FOB,USD,0.9619,Passed,3.29,EMP00195,EMP00122,,2026-01-29 00:00:00,2026-02-06 00:00:00,162074.64,30794.18,193030.84,185676.36,408,8
105,5,20250302,2025-03-02 00:00:00,DOC000098,PRD00089,SUPP00124,EMP00025,BL004,ACC20002,PO-128195,SINV-993842,Stock,Net 90,Paid,Delivered,97,284,371.9,96.12,19,WH_Timisoara,DDP,RON,1.022,Passed,0.98,EMP00053,EMP00132,,2025-04-04 00:00:00,2025-04-12 00:00:00,105619.6,20067.72,125783.44,128550.68,187,8
106,9,20230427,2023-04-27 00:00:00,DOC002664,PRD00282,SUPP00052,EMP00250,BL004,ACC20002,PO-465480,SINV-547044,Direct,Net 60,Pending,Delivered,148,188,440.32,132.26,19,WH_Timisoara,CIF,RON,0.9513,Passed,2.23,EMP00221,EMP00127,Rush Order,2023-05-14 00:00:00,2023-05-21 00:00:00,82780.16,15728.23,98640.65,93836.85,40,7
107,4,20250806,2025-08-06 00:00:00,DOC003828,PRD00070,SUPP00093,EMP00031,BL001,ACC20001,PO-682357,SINV-356340,Direct,Net 30,Overdue,Delivered,224,287,19.01,156.43,19,WH_Bucharest,CIF,RON,1.0148,Failed,2.66,EMP00168,EMP00096,Quality Issues,2025-09-06 00:00:00,2025-08-28 00:00:00,5455.87,1036.62,6648.92,6747.32,63,-9
108,14,20231002,2023-10-02 00:00:00,DOC000352,PRD00217,SUPP00098,EMP00099,BL001,ACC20001,PO-481448,SINV-193631,Service,Net 30,Paid,Delivered,489,252,331.44,81.27,19,WH_Cluj,CIF,EUR,0.9959,Passed,0.01,EMP00184,EMP00170,Quality Issues,2023-11-12 00:00:00,2023-10-21 00:00:00,83522.88,15869.35,99473.5,99065.66,-237,-22
109,3,20230517,2023-05-17 00:00:00,DOC001961,PRD00101,SUPP00163,EMP00039,BL001,ACC20001,PO-658741,SINV-680353,Asset,Net 60,Paid,Delivered,191,273,223.91,95.11,19,WH_Bucharest,FOB,RON,1.0425,Passed,2.37,EMP00168,EMP00010,,2023-06-07 00:00:00,2023-06-11 00:00:00,61127.43,11614.21,72836.75,75932.31,82,4
110,1,20230924,2023-09-24 00:00:00,DOC000432,PRD00024,SUPP00164,EMP00225,BL001,ACC20001,PO-182580,SINV-414920,Stock,Net 30,Pending,Delivered,406,72,376.88,63.43,19,WH_Bucharest,DDP,RON,1.0331,Passed,0.91,EMP00108,EMP00140,Delayed,2023-10-24 00:00:00,2023-10-21 00:00:00,27135.36,5155.72,32354.51,33425.44,-334,-3
111,11,20251015,2025-10-15 00:00:00,DOC003827,PRD00099,SUPP00140,EMP00031,BL001,ACC20001,PO-234382,SINV-963205,Stock,Net 60,Paid,Partial,365,82,201.26,9.43,19,WH_Bucharest,EXW,RON,0.9741,Passed,4.48,EMP00154,EMP00187,,2025-11-21 00:00:00,2025-11-06 00:00:00,16503.32,3135.63,19648.38,19139.49,-283,-15
112,15,20240404,2024-04-04 00:00:00,DOC003988,PRD00293,SUPP00156,EMP00250,BL004,ACC20002,PO-867184,SINV-969057,Stock,Net 90,Paid,Pending,95,48,482.88,193.68,19,WH_Bucharest,CIF,RON,1.0442,Passed,3.26,EMP00103,EMP00082,,2024-04-25 00:00:00,2024-04-11 00:00:00,23178.24,4403.87,27775.79,29003.48,-47,-14
113,11,20230915,2023-09-15 00:00:00,DOC003429,PRD00309,SUPP00005,EMP00192,BL003,ACC20002,PO-251987,SINV-375639,Service,Net 90,Paid,Pending,485,130,331.66,170.2,19,WH_Bucharest,EXW,RON,0.959,Passed,2.49,EMP00246,EMP00202,Rush Order,2023-10-18 00:00:00,2023-10-02 00:00:00,43115.8,8192,51478,49367.4,-355,-16
114,8,20240108,2024-01-08 00:00:00,DOC002549,PRD00255,SUPP00015,EMP00141,BL006,ACC20001,PO-399576,SINV-193554,Direct,Net 60,Paid,Delivered,155,88,403,17.5,19,WH_Cluj,FOB,EUR,1.003,Passed,3.41,EMP00215,EMP00231,,2024-01-21 00:00:00,2024-02-21 00:00:00,35464,6738.16,42219.66,42346.32,-67,31
115,7,20250726,2025-07-26 00:00:00,DOC002841,PRD00093,SUPP00082,EMP00149,BL001,ACC20002,PO-289820,SINV-670817,Service,Prepaid,Partial,Delivered,116,366,194.49,99.95,19,WH_Timisoara,EXW,RON,0.9651,Passed,3.44,EMP00102,EMP00145,,2025-08-31 00:00:00,2025-08-11 00:00:00,71183.34,13524.83,84808.12,81848.32,250,-20
116,8,20230523,2023-05-23 00:00:00,DOC002121,PRD00095,SUPP00098,EMP00149,BL001,ACC20001,PO-329143,SINV-183710,Service,Net 90,Paid,Delivered,263,260,103.59,49.62,19,WH_Cluj,FOB,RON,1.0331,Passed,4.89,EMP00111,EMP00109,,2023-06-23 00:00:00,2023-06-30 00:00:00,26933.4,5117.35,32100.37,33162.89,-3,7
117,3,20241028,2024-10-28 00:00:00,DOC000139,PRD00466,SUPP00128,EMP00073,BL005,ACC20001,PO-265263,SINV-409456,Direct,Prepaid,Paid,Delivered,339,134,291.21,61.09,19,WH_Cluj,EXW,RON,0.9572,Pending,4.07,EMP00015,EMP00149,,2024-11-11 00:00:00,2024-11-29 00:00:00,39022.14,7414.21,46497.44,44507.35,-205,18
118,1,20240831,2024-08-31 00:00:00,DOC004823,PRD00353,SUPP00134,EMP00066,BL004,ACC20002,PO-837274,SINV-460195,Stock,Net 60,Paid,Delivered,437,449,466.84,146.06,19,WH_Bucharest,FOB,EUR,0.9971,Passed,2.86,EMP00132,EMP00058,,2024-09-16 00:00:00,2024-09-07 00:00:00,209611.16,39826.12,249583.34,248859.55,12,-9
119,13,20250506,2025-05-06 00:00:00,DOC001837,PRD00436,SUPP00099,EMP00099,BL003,ACC20001,PO-213295,SINV-530657,Stock,Prepaid,Paid,Delivered,447,101,359.21,135.27,19,WH_Timisoara,FOB,RON,1.0295,Passed,2.8,EMP00163,EMP00040,Delayed,2025-05-29 00:00:00,2025-05-22 00:00:00,36280.21,6893.24,43308.72,44586.33,-346,-7
120,1,20230320,2023-03-20 00:00:00,DOC004193,PRD00301,SUPP00166,EMP00099,BL001,ACC20002,PO-377799,SINV-191555,Stock,Net 30,Paid,Delivered,44,172,197.52,97.04,19,WH_Timisoara,CIF,RON,1.0125,Passed,2.14,EMP00102,EMP00106,,2023-04-17 00:00:00,2023-04-24 00:00:00,33973.44,6454.95,40525.43,41032,128,7
121,11,20240524,2024-05-24 00:00:00,DOC003814,PRD00328,SUPP00005,EMP00215,BL002,ACC20002,PO-748018,SINV-661924,Service,Net 90,Paid,Delivered,300,235,313.39,30.19,19,WH_Cluj,FOB,RON,1.0238,Passed,1.53,EMP00017,EMP00134,,2024-07-06 00:00:00,2024-06-03 00:00:00,73646.65,13992.86,87669.7,89756.24,-65,-33
122,12,20251223,2025-12-23 00:00:00,DOC003298,PRD00287,SUPP00048,EMP00165,BL005,ACC20002,PO-539052,SINV-251846,Stock,Net 30,Pending,Pending,395,94,113.8,27,19,WH_Cluj,DDP,EUR,0.9836,Passed,2.97,EMP00038,EMP00005,,2026-01-21 00:00:00,2026-01-09 00:00:00,10697.2,2032.47,12756.67,12547.46,-301,-12
123,3,20250424,2025-04-24 00:00:00,DOC002160,PRD00430,SUPP00100,EMP00066,BL001,ACC20002,PO-836566,SINV-645739,Direct,Net 30,Overdue,Partial,66,396,152.02,117.91,19,WH_Cluj,EXW,EUR,1.0031,Passed,4.78,EMP00204,EMP00250,,2025-05-17 00:00:00,2025-05-26 00:00:00,60199.92,11437.98,71755.81,71978.25,330,9
124,15,20231205,2023-12-05 00:00:00,DOC002106,PRD00337,SUPP00182,EMP00250,BL006,ACC20002,PO-812494,SINV-573485,Direct,Net 30,Overdue,Delivered,126,453,198.26,108.65,19,WH_Cluj,DDP,RON,1.0319,Passed,3.95,EMP00068,EMP00145,Quality Issues,2023-12-21 00:00:00,2023-12-11 00:00:00,89811.78,17064.24,106984.67,110397.48,327,-10
125,8,20240620,2024-06-20 00:00:00,DOC003700,PRD00450,SUPP00081,EMP00135,BL002,ACC20002,PO-406434,SINV-669921,Service,Net 30,Paid,Delivered,59,442,452.75,72.52,19,WH_Bucharest,DDP,RON,1.0094,Passed,0.05,EMP00165,EMP00122,,2024-07-04 00:00:00,2024-06-29 00:00:00,200115.5,38021.94,238209.96,240449.13,383,-5
126,2,20230717,2023-07-17 00:00:00,DOC003250,PRD00386,SUPP00123,EMP00215,BL002,ACC20002,PO-944227,SINV-556751,Stock,Net 60,Paid,Delivered,63,29,13.84,118.16,19,WH_Timisoara,FOB,RON,0.9956,Passed,1.24,EMP00109,EMP00176,,2023-08-05 00:00:00,2023-08-16 00:00:00,401.36,76.26,595.78,593.16,-34,11
127,7,20230612,2023-06-12 00:00:00,DOC002275,PRD00242,SUPP00167,EMP00189,BL004,ACC20002,PO-237061,SINV-992965,Stock,Net 60,Paid,Delivered,197,55,170.87,25.25,19,WH_Bucharest,CIF,USD,1.04,Passed,2.11,EMP00047,EMP00197,,2023-07-01 00:00:00,2023-07-25 00:00:00,9397.85,1785.59,11208.69,11657.04,-142,24
128,15,20240731,2024-07-31 00:00:00,DOC004355,PRD00124,SUPP00180,EMP00189,BL006,ACC20001,PO-259186,SINV-248177,Stock,COD,Paid,Delivered,328,101,347.57,91.9,19,WH_Cluj,DDP,RON,1.0086,Passed,0.9,EMP00219,EMP00239,,2024-08-12 00:00:00,2024-08-27 00:00:00,35104.57,6669.87,41866.34,42226.39,-227,15
129,2,20240424,2024-04-24 00:00:00,DOC000938,PRD00232,SUPP00067,EMP00099,BL003,ACC20002,PO-971682,SINV-751990,Service,Net 60,Pending,Delivered,467,307,241.8,131.26,19,WH_Cluj,CIF,USD,1.0411,Passed,3.35,EMP00105,EMP00197,Partial Delivery,2024-05-25 00:00:00,2024-05-31 00:00:00,74232.6,14104.19,88468.05,92104.09,-160,6
130,13,20240519,2024-05-19 00:00:00,DOC004510,PRD00138,SUPP00040,EMP00031,BL006,ACC20001,PO-571555,SINV-922025,Stock,Net 30,Paid,Delivered,294,343,125.7,139.32,19,WH_Cluj,DDP,EUR,0.9896,Passed,4.96,EMP00192,EMP00165,,2024-06-02 00:00:00,2024-06-06 00:00:00,43115.1,8191.87,51446.29,50911.25,49,4
131,2,20240901,2024-09-01 00:00:00,DOC004243,PRD00127,SUPP00038,EMP00163,BL005,ACC20001,PO-598370,SINV-130302,Stock,Net 30,Paid,In Transit,89,41,301.75,88.43,19,WH_Bucharest,DDP,RON,1.0487,Passed,2.33,EMP00015,EMP00074,,2024-10-05 00:00:00,2024-09-08 00:00:00,12371.75,2350.63,14810.81,15532.1,-48,-27
132,12,20230613,2023-06-13 00:00:00,DOC001283,PRD00014,SUPP00018,EMP00189,BL002,ACC20001,PO-920259,SINV-685116,Direct,Net 60,Paid,Delivered,196,205,388.06,128.64,19,WH_Cluj,DDP,USD,0.9818,Passed,3.7,EMP00224,EMP00194,,2023-07-27 00:00:00,2023-07-11 00:00:00,79552.3,15114.94,94795.88,93070.59,9,-16
133,14,20250912,2025-09-12 00:00:00,DOC000939,PRD00272,SUPP00057,EMP00163,BL001,ACC20002,PO-307929,SINV-537002,Stock,Net 60,Paid,Delivered,19,151,76.14,61.4,19,WH_Cluj,FOB,RON,1.008,Passed,3.61,EMP00092,EMP00164,,2025-09-26 00:00:00,2025-10-10 00:00:00,11497.14,2184.46,13743,13852.94,132,14
134,6,20240918,2024-09-18 00:00:00,DOC001447,PRD00329,SUPP00029,EMP00245,BL001,ACC20001,PO-256116,SINV-877237,Stock,Net 30,Paid,Delivered,349,125,497.75,172.73,19,WH_Cluj,DDP,RON,0.9525,Passed,2.2,EMP00046,EMP00178,Partial Delivery,2024-09-27 00:00:00,2024-10-25 00:00:00,62218.75,11821.56,74213.04,70687.92,-224,28
135,14,20251114,2025-11-14 00:00:00,DOC003756,PRD00157,SUPP00152,EMP00178,BL002,ACC20001,PO-674024,SINV-783174,Stock,Net 60,Paid,In Transit,165,20,148.05,77.03,19,WH_Bucharest,EXW,RON,1.0451,Passed,0.3,EMP00078,EMP00123,Partial Delivery,2025-11-27 00:00:00,2025-12-07 00:00:00,2961,562.59,3600.62,3763.01,-145,10
136,15,20251222,2025-12-22 00:00:00,DOC004235,PRD00263,SUPP00146,EMP00194,BL006,ACC20002,PO-785326,SINV-468364,Stock,Net 30,Paid,Delivered,323,222,443.32,22.23,19,WH_Bucharest,EXW,RON,0.997,Passed,3.73,EMP00194,EMP00122,,2026-01-06 00:00:00,2026-01-14 00:00:00,98417.04,18699.24,117138.51,116787.09,-101,8
137,13,20230218,2023-02-18 00:00:00,DOC001736,PRD00496,SUPP00174,EMP00066,BL006,ACC20002,PO-754302,SINV-415028,Direct,Net 60,Pending,Delivered,273,160,406.54,60.84,19,WH_Cluj,DDP,RON,1.0056,Passed,4.42,EMP00085,EMP00131,,2023-03-02 00:00:00,2023-03-27 00:00:00,65046.4,12358.82,77466.06,77899.87,-113,25
138,5,20240525,2024-05-25 00:00:00,DOC002318,PRD00468,SUPP00057,EMP00086,BL004,ACC20001,PO-599695,SINV-518358,Stock,Net 30,Paid,Delivered,94,426,107.75,170.1,19,WH_Cluj,CIF,RON,1.011,Passed,0.86,EMP00217,EMP00015,,2024-06-18 00:00:00,2024-06-11 00:00:00,45901.5,8721.28,54792.88,55395.6,332,-7
