Document_ID,Document_Number,Document_Type,Document_Date,Status
DOC000380,INV-000380,Budget_Entry,2023-08-24 00:00:00,Posted
DOC000381,INV-000381,Purchase_Order,2023-06-11 00:00:00,Posted
DOC000382,INV-000382,Stock_Movement,2024-07-07 00:00:00,Posted
DOC000383,INV-000383,Payroll,2025-02-26 00:00:00,Posted
DOC000384,INV-000384,Sales_Invoice,2025-12-27 00:00:00,Posted
DOC000385,INV-000385,Payroll,2024-07-12 00:00:00,Posted
DOC000386,INV-000386,Purchase_Order,2023-09-18 00:00:00,Posted
DOC000387,INV-000387,Purchase_Order,2023-08-05 00:00:00,Posted
DOC000388,INV-000388,Stock_Movement,2025-03-15 00:00:00,Posted
DOC000389,INV-000389,Budget_Entry,2023-07-20 00:00:00,Draft
DOC000390,INV-000390,Stock_Movement,2024-02-06 00:00:00,Posted
DOC000391,INV-000391,Payroll,2023-10-02 00:00:00,Approved
DOC000392,INV-000392,Sales_Invoice,2023-07-25 00:00:00,Posted
DOC000393,INV-000393,Stock_Movement,2025-11-29 00:00:00,Posted
DOC000394,INV-000394,Budget_Entry,2025-05-16 00:00:00,Draft
DOC000395,INV-000395,Stock_Movement,2023-04-03 00:00:00,Draft
DOC000396,INV-000396,Purchase_Order,2025-12-01 00:00:00,Posted
DOC000397,INV-000397,Payroll,2024-01-14 00:00:00,Posted
DOC000398,INV-000398,Payroll,2023-03-06 00:00:00,Posted
DOC000399,INV-000399,Payroll,2023-12-31 00:00:00,Posted
DOC000400,INV-000400,Payroll,2025-03-31 00:00:00,Approved
DOC000401,INV-000401,Payroll,2025-11-13 00:00:00,Cancelled
DOC000402,INV-000402,Payroll,2024-06-23 00:00:00,Posted
DOC000403,INV-000403,Sales_Invoice,2025-12-21 00:00:00,Posted
DOC000404,INV-000404,Budget_Entry,2024-05-05 00:00:00,Posted
DOC000405,INV-000405,Payroll,2023-08-17 00:00:00,Posted
DOC000406,INV-000406,Budget_Entry,2025-11-09 00:00:00,Posted
DOC000407,INV-000407,Payroll,2023-01-03 00:00:00,Posted
DOC000408,INV-000408,Stock_Movement,2025-06-29 00:00:00,Posted
DOC000409,INV-000409,Payroll,2023-11-03 00:00:00,Posted
DOC000410,INV-000410,Purchase_Order,2024-03-07 00:00:00,Approved
DOC000411,INV-000411,Sales_Invoice,2023-05-16 00:00:00,Posted
DOC000412,INV-000412,Stock_Movement,2024-05-29 00:00:00,Posted
DOC000413,INV-000413,Stock_Movement,2023-07-12 00:00:00,Posted
DOC000414,INV-000414,Purchase_Order,2025-05-22 00:00:00,Approved
DOC000415,INV-000415,Payroll,2024-10-27 00:00:00,Posted
DOC000416,INV-000416,Sales_Invoice,2023-07-28 00:00:00,Posted
DOC000417,INV-000417,Stock_Movement,2025-08-09 00:00:00,Posted
DOC000418,INV-000418,Sales_Invoice,2025-11-23 00:00:00,Cancelled
DOC000419,INV-000419,Stock_Movement,2024-10-10 00:00:00,Posted
DOC000420,INV-000420,Payroll,2023-04-30 00:00:00,Cancelled
DOC000421,INV-000421,Stock_Movement,2024-09-18 00:00:00,Posted
DOC000422,INV-000422,Stock_Movement,2024-06-08 00:00:00,Cancelled
DOC000423,INV-000423,Budget_Entry,2025-02-07 00:00:00,Posted
DOC000424,INV-000424,Payroll,2024-05-26 00:00:00,Approved
DOC000425,INV-000425,Purchase_Order,2023-02-16 00:00:00,Posted
DOC000426,INV-000426,Purchase_Order,2025-02-10 00:00:00,Posted
DOC000427,INV-000427,Payroll,2025-01-09 00:00:00,Posted
DOC000428,INV-000428,Purchase_Order,2024-06-05 00:00:00,Posted
DOC000429,INV-000429,Payroll,2023-05-14 00:00:00,Posted
DOC000430,INV-000430,Purchase_Order,2023-09-05 00:00:00,Posted
DOC000431,INV-000431,Budget_Entry,2024-03-11 00:00:00,Draft
DOC000432,INV-000432,Purchase_Order,2024-11-16 00:00:00,Posted
DOC000433,INV-000433,Stock_Movement,2024-08-08 00:00:00,Posted
DOC000434,INV-000434,Payroll,2023-12-17 00:00:00,Cancelled
DOC000435,INV-000435,Sales_Invoice,2023-05-23 00:00:00,Posted
DOC000436,INV-000436,Sales_Invoice,2025-08-24 00:00:00,Posted
DOC000437,INV-000437,Payroll,2025-03-14 00:00:00,Posted
DOC000438,INV-000438,Budget_Entry,2024-12-18 00:00:00,Posted
DOC000439,INV-000439,Purchase_Order,2024-10-04 00:00:00,Posted
DOC000440,INV-000440,Budget_Entry,2024-05-15 00:00:00,Posted
DOC000441,INV-000441,Sales_Invoice,2024-01-05 00:00:00,Posted
DOC000442,INV-000442,Payroll,2025-02-25 00:00:00,Posted
DOC000443,INV-000443,Payroll,2025-01-08 00:00:00,Posted
DOC000444,INV-000444,Budget_Entry,2025-08-07 00:00:00,Posted
DOC000445,INV-000445,Budget_Entry,2024-06-05 00:00:00,Posted
DOC000446,INV-000446,Purchase_Order,2024-05-03 00:00:00,Draft
DOC000447,INV-000447,Stock_Movement,2024-02-01 00:00:00,Posted
DOC000448,INV-000448,Stock_Movement,2025-06-14 00:00:00,Approved
DOC000449,INV-000449,Purchase_Order,2023-12-21 00:00:00,Posted
DOC000450,INV-000450,Stock_Movement,2025-08-04 00:00:00,Posted
DOC000451,INV-000451,Sales_Invoice,2023-10-15 00:00:00,Posted
DOC000452,INV-000452,Stock_Movement,2025-09-24 00:00:00,Cancelled
DOC000453,INV-000453,Purchase_Order,2024-06-19 00:00:00,Posted
DOC000454,INV-000454,Stock_Movement,2025-04-30 00:00:00,Draft
DOC000455,INV-000455,Payroll,2025-04-17 00:00:00,Posted
DOC000456,INV-000456,Budget_Entry,2023-06-17 00:00:00,Approved
DOC000457,INV-000457,Sales_Invoice,2025-08-07 00:00:00,Approved
DOC000458,INV-000458,Payroll,2024-09-12 00:00:00,Approved
DOC000459,INV-000459,Payroll,2024-03-03 00:00:00,Posted
DOC000460,INV-000460,Purchase_Order,2024-05-04 00:00:00,Posted
DOC000461,INV-000461,Budget_Entry,2023-12-21 00:00:00,Posted
DOC000462,INV-000462,Budget_Entry,2023-07-15 00:00:00,Posted
DOC000463,INV-000463,Sales_Invoice,2024-06-28 00:00:00,Posted
DOC000464,INV-000464,Purchase_Order,2024-12-17 00:00:00,Posted
DOC000465,INV-000465,Sales_Invoice,2025-04-03 00:00:00,Posted
DOC000466,INV-000466,Stock_Movement,2025-07-20 00:00:00,Posted
DOC000467,INV-000467,Payroll,2025-09-29 00:00:00,Posted
DOC000468,INV-000468,Sales_Invoice,2024-10-20 00:00:00,Approved
DOC000469,INV-000469,Payroll,2025-07-27 00:00:00,Approved
DOC000470,INV-000470,Purchase_Order,2025-02-18 00:00:00,Posted
DOC000471,INV-000471,Stock_Movement,2023-01-11 00:00:00,Posted
DOC000472,INV-000472,Purchase_Order,2024-01-31 00:00:00,Posted
DOC000473,INV-000473,Stock_Movement,2024-12-31 00:00:00,Posted
DOC000474,INV-000474,Stock_Movement,2024-02-13 00:00:00,Posted
DOC000475,INV-000475,Payroll,2023-12-28 00:00:00,Posted
DOC000476,INV-000476,Purchase_Order,2025-10-23 00:00:00,Posted
DOC000477,INV-000477,Purchase_Order,2023-03-25 00:00:00,Cancelled
DOC000478,INV-000478,Sales_Invoice,2023-06-05 00:00:00,Posted
DOC000479,INV-000479,Purchase_Order,2024-12-07 00:00:00,Posted
DOC000480,INV-000480,Sales_Invoice,2024-04-16 00:00:00,Posted
DOC000481,INV-000481,Budget_Entry,2024-09-10 00:00:00,Posted
DOC000482,INV-000482,Budget_Entry,2023-05-14 00:00:00,Posted
DOC000483,INV-000483,Budget_Entry,2025-02-26 00:00:00,Posted
DOC000484,INV-000484,Purchase_Order,2025-06-25 00:00:00,Posted
DOC000485,INV-000485,Purchase_Order,2025-05-13 00:00:00,Draft
DOC000486,INV-000486,Sales_Invoice,2024-10-28 00:00:00,Cancelled
DOC000487,INV-000487,Stock_Movement,2023-10-04 00:00:00,Approved
DOC000488,INV-000488,Sales_Invoice,2025-05-31 00:00:00,Posted
DOC000489,INV-000489,Budget_Entry,2023-01-13 00:00:00,Posted
DOC000490,INV-000490,Sales_Invoice,2023-12-08 00:00:00,Posted
DOC000491,INV-000491,Stock_Movement,2023-02-04 00:00:00,Posted
DOC000492,INV-000492,Purchase_Order,2024-07-12 00:00:00,Posted
DOC000493,INV-000493,Sales_Invoice,2024-02-09 00:00:00,Posted
DOC000494,INV-000494,Budget_Entry,2024-10-19 00:00:00,Posted
DOC000495,INV-000495,Budget_Entry,2023-06-08 00:00:00,Draft
DOC000496,INV-000496,Purchase_Order,2025-08-13 00:00:00,Approved
DOC000497,INV-000497,Sales_Invoice,2024-07-02 00:00:00,Approved
DOC000498,INV-000498,Stock_Movement,2025-09-11 00:00:00,Posted
DOC000499,INV-000499,Purchase_Order,2023-10-06 00:00:00,Posted
DOC000500,INV-000500,Sales_Invoice,2024-04-23 00:00:00,Posted
DOC000501,INV-000501,Payroll,2023-04-21 00:00:00,Posted
DOC000502,INV-000502,Budget_Entry,2024-03-06 00:00:00,Posted
DOC000503,INV-000503,Stock_Movement,2024-06-25 00:00:00,Posted
DOC000504,INV-000504,Stock_Movement,2023-12-26 00:00:00,Posted
DOC000505,INV-000505,Stock_Movement,2024-01-07 00:00:00,Posted
DOC000506,INV-000506,Budget_Entry,2025-11-04 00:00:00,Posted
DOC000507,INV-000507,Sales_Invoice,2025-08-12 00:00:00,Approved
DOC000508,INV-000508,Purchase_Order,2023-09-16 00:00:00,Draft
DOC000509,INV-000509,Sales_Invoice,2025-02-16 00:00:00,Posted
DOC000510,INV-000510,Purchase_Order,2023-04-30 00:00:00,Posted
DOC000511,INV-000511,Stock_Movement,2025-09-02 00:00:00,Approved
DOC000512,INV-000512,Sales_Invoice,2025-07-01 00:00:00,Posted
DOC000513,INV-000513,Stock_Movement,2024-12-23 00:00:00,Posted
DOC000514,INV-000514,Payroll,2024-06-06 00:00:00,Approved
DOC000515,INV-000515,Stock_Movement,2023-11-21 00:00:00,Posted
DOC000516,INV-000516,Stock_Movement,2025-12-09 00:00:00,Posted
DOC000517,INV-000517,Purchase_Order,2023-03-10 00:00:00,Draft
DOC000518,INV-000518,Payroll,2024-01-26 00:00:00,Posted
DOC000519,INV-000519,Stock_Movement,2024-01-18 00:00:00,Posted
DOC000520,INV-000520,Stock_Movement,2023-01-16 00:00:00,Posted
DOC000521,INV-000521,Payroll,2025-04-25 00:00:00,Posted
DOC000522,INV-000522,Payroll,2025-05-18 00:00:00,Posted
DOC000523,INV-000523,Sales_Invoice,2024-07-21 00:00:00,Posted
DOC000524,INV-000524,Purchase_Order,2023-05-12 00:00:00,Posted
DOC000525,INV-000525,Payroll,2023-09-30 00:00:00,Posted
DOC000526,INV-000526,Payroll,2024-04-28 00:00:00,Posted
DOC000527,INV-000527,Budget_Entry,2024-07-03 00:00:00,Cancelled
DOC000528,INV-000528,Payroll,2023-12-23 00:00:00,Posted
DOC000529,INV-000529,Purchase_Order,2025-12-07 00:00:00,Cancelled
DOC000530,INV-000530,Stock_Movement,2025-10-30 00:00:00,Posted
DOC000531,INV-000531,Stock_Movement,2023-08-21 00:00:00,Posted
DOC000532,INV-000532,Stock_Movement,2023-02-05 00:00:00,Posted
DOC000533,INV-000533,Stock_Movement,2024-02-17 00:00:00,Posted
DOC000534,INV-000534,Budget_Entry,2025-10-24 00:00:00,Cancelled
DOC000535,INV-000535,Payroll,2023-02-13 00:00:00,Posted
DOC000536,INV-000536,Stock_Movement,2024-07-21 00:00:00,Posted
DOC000537,INV-000537,Sales_Invoice,2025-01-09 00:00:00,Posted
DOC000538,INV-000538,Stock_Movement,2023-04-24 00:00:00,Posted
DOC000539,INV-000539,Payroll,2024-02-01 00:00:00,Posted
DOC000540,INV-000540,Stock_Movement,2024-04-10 00:00:00,Posted
DOC000541,INV-000541,Budget_Entry,2025-04-26 00:00:00,Posted
DOC000542,INV-000542,Purchase_Order,2024-05-16 00:00:00,Approved
DOC000543,INV-000543,Purchase_Order,2024-03-16 00:00:00,Posted
DOC000544,INV-000544,Payroll,2023-03-10 00:00:00,Posted
DOC000545,INV-000545,Purchase_Order,2023-11-22 00:00:00,Approved
DOC000546,INV-000546,Purchase_Order,2023-03-08 00:00:00,Posted
DOC000547,INV-000547,Sales_Invoice,2023-10-31 00:00:00,Posted
DOC000548,INV-000548,Payroll,2025-08-29 00:00:00,Posted
DOC000549,INV-000549,Payroll,2024-04-28 00:00:00,Posted
DOC000550,INV-000550,Purchase_Order,2025-07-17 00:00:00,Cancelled
DOC000551,INV-000551,Purchase_Order,2023-05-29 00:00:00,Posted
DOC000552,INV-000552,Purchase_Order,2025-11-16 00:00:00,Posted
DOC000553,INV-000553,Budget_Entry,2025-09-13 00:00:00,Posted
DOC000554,INV-000554,Stock_Movement,2024-08-06 00:00:00,Posted
DOC000555,INV-000555,Budget_Entry,2023-09-05 00:00:00,Posted
DOC000556,INV-000556,Payroll,2024-12-02 00:00:00,Draft
DOC000557,INV-000557,Sales_Invoice,2023-04-06 00:00:00,Posted
DOC000558,INV-000558,Stock_Movement,2023-10-09 00:00:00,Cancelled
DOC000559,INV-000559,Sales_Invoice,2023-11-18 00:00:00,Posted
DOC000560,INV-000560,Payroll,2024-06-12 00:00:00,Posted
DOC000561,INV-000561,Payroll,2023-09-20 00:00:00,Cancelled
DOC000562,INV-000562,Sales_Invoice,2024-08-02 00:00:00,Posted
DOC000563,INV-000563,Sales_Invoice,2023-10-21 00:00:00,Posted
DOC000564,INV-000564,Sales_Invoice,2024-01-30 00:00:00,Posted
DOC000565,INV-000565,Payroll,2024-05-27 00:00:00,Cancelled
DOC000566,INV-000566,Purchase_Order,2025-07-09 00:00:00,Posted
DOC000567,INV-000567,Sales_Invoice,2025-03-20 00:00:00,Posted
DOC000568,INV-000568,Stock_Movement,2025-07-08 00:00:00,Posted
DOC000569,INV-000569,Payroll,2024-11-23 00:00:00,Posted
DOC000570,INV-000570,Budget_Entry,2023-08-23 00:00:00,Posted
DOC000571,INV-000571,Budget_Entry,2025-08-09 00:00:00,Posted
DOC000572,INV-000572,Stock_Movement,2025-10-28 00:00:00,Posted
DOC000573,INV-000573,Purchase_Order,2024-06-22 00:00:00,Posted
DOC000574,INV-000574,Sales_Invoice,2025-03-30 00:00:00,Posted
DOC000575,INV-000575,Payroll,2023-09-29 00:00:00,Posted
DOC000576,INV-000576,Sales_Invoice,2025-10-25 00:00:00,Posted
DOC000577,INV-000577,Payroll,2024-08-15 00:00:00,Approved
DOC000578,INV-000578,Budget_Entry,2025-09-02 00:00:00,Posted
DOC000579,INV-000579,Sales_Invoice,2023-04-25 00:00:00,Posted
DOC000580,INV-000580,Stock_Movement,2023-09-20 00:00:00,Posted
DOC000581,INV-000581,Purchase_Order,2023-07-26 00:00:00,Posted
DOC000582,INV-000582,Stock_Movement,2023-10-30 00:00:00,Posted
DOC000583,INV-000583,Purchase_Order,2023-04-22 00:00:00,Posted
DOC000584,INV-000584,Sales_Invoice,2023-07-04 00:00:00,Posted
DOC000585,INV-000585,Sales_Invoice,2025-06-19 00:00:00,Approved
DOC000586,INV-000586,Purchase_Order,2023-08-09 00:00:00,Cancelled
DOC000587,INV-000587,Budget_Entry,2025-12-29 00:00:00,Draft
DOC000588,INV-000588,Payroll,2025-06-16 00:00:00,Posted
DOC000589,INV-000589,Stock_Movement,2025-12-29 00:00:00,Posted
DOC000590,INV-000590,Stock_Movement,2024-09-13 00:00:00,Posted
DOC000591,INV-000591,Stock_Movement,2024-03-02 00:00:00,Posted
DOC000592,INV-000592,Sales_Invoice,2024-10-05 00:00:00,Posted
DOC000593,INV-000593,Stock_Movement,2024-07-21 00:00:00,Posted
DOC000594,INV-000594,Payroll,2024-03-18 00:00:00,Posted
DOC000595,INV-000595,Payroll,2024-08-23 00:00:00,Approved
DOC000596,INV-000596,Purchase_Order,2024-05-18 00:00:00,Posted
DOC000597,INV-000597,Sales_Invoice,2023-05-11 00:00:00,Posted
DOC000598,INV-000598,Payroll,2023-08-06 00:00:00,Draft
DOC000599,INV-000599,Budget_Entry,2024-11-18 00:00:00,Posted
DOC000600,INV-000600,Sales_Invoice,2023-06-20 00:00:00,Posted
DOC000601,INV-000601,Sales_Invoice,2024-09-03 00:00:00,Posted
DOC000602,INV-000602,Payroll,2025-09-18 00:00:00,Posted
DOC000603,INV-000603,Budget_Entry,2023-02-26 00:00:00,Posted
DOC000604,INV-000604,Purchase_Order,2023-09-03 00:00:00,Posted
DOC000605,INV-000605,Payroll,2023-05-24 00:00:00,Approved
DOC000606,INV-000606,Budget_Entry,2025-12-10 00:00:00,Posted
DOC000607,INV-000607,Sales_Invoice,2024-01-03 00:00:00,Posted
DOC000608,INV-000608,Budget_Entry,2023-08-06 00:00:00,Posted
DOC000609,INV-000609,Sales_Invoice,2024-09-07 00:00:00,Posted
DOC000610,INV-000610,Payroll,2024-03-17 00:00:00,Posted
DOC000611,INV-000611,Payroll,2025-04-20 00:00:00,Posted
DOC000612,INV-000612,Stock_Movement,2025-08-13 00:00:00,Posted
DOC000613,INV-000613,Stock_Movement,2024-11-29 00:00:00,Posted
DOC000614,INV-000614,Stock_Movement,2025-05-25 00:00:00,Posted
DOC000615,INV-000615,Payroll,2025-02-14 00:00:00,Posted
DOC000616,INV-000616,Purchase_Order,2025-01-31 00:00:00,Approved
DOC000617,INV-000617,Payroll,2025-08-02 00:00:00,Posted
DOC000618,INV-000618,Budget_Entry,2025-07-11 00:00:00,Posted
DOC000619,INV-000619,Payroll,2025-07-23 00:00:00,Posted
DOC000620,INV-000620,Payroll,2023-01-25 00:00:00,Posted
DOC000621,INV-000621,Sales_Invoice,2025-03-16 00:00:00,Posted
DOC000622,INV-000622,Sales_Invoice,2025-02-02 00:00:00,Posted
DOC000623,INV-000623,Sales_Invoice,2025-12-19 00:00:00,Posted
DOC000624,INV-000624,Payroll,2024-03-09 00:00:00,Posted
DOC000625,INV-000625,Purchase_Order,2025-05-28 00:00:00,Posted
DOC000626,INV-000626,Budget_Entry,2025-12-25 00:00:00,Posted
DOC000627,INV-000627,Budget_Entry,2025-06-28 00:00:00,Draft
DOC000628,INV-000628,Purchase_Order,2024-07-18 00:00:00,Approved
DOC000629,INV-000629,Purchase_Order,2023-04-16 00:00:00,Approved
DOC000630,INV-000630,Budget_Entry,2023-04-06 00:00:00,Posted
DOC000631,INV-000631,Stock_Movement,2023-06-17 00:00:00,Approved
DOC000632,INV-000632,Sales_Invoice,2023-02-11 00:00:00,Posted
DOC000633,INV-000633,Sales_Invoice,2023-04-14 00:00:00,Posted
DOC000634,INV-000634,Budget_Entry,2024-06-03 00:00:00,Posted
DOC000635,INV-000635,Purchase_Order,2023-10-09 00:00:00,Posted
DOC000636,INV-000636,Stock_Movement,2025-12-02 00:00:00,Posted
DOC000637,INV-000637,Budget_Entry,2025-08-04 00:00:00,Posted
DOC000638,INV-000638,Sales_Invoice,2025-01-18 00:00:00,Posted
DOC000639,INV-000639,Payroll,2025-04-10 00:00:00,Draft
DOC000640,INV-000640,Purchase_Order,2023-02-18 00:00:00,Posted
DOC000641,INV-000641,Payroll,2023-04-25 00:00:00,Posted
DOC000642,INV-000642,Budget_Entry,2024-05-17 00:00:00,Posted
DOC000643,INV-000643,Sales_Invoice,2025-09-12 00:00:00,Posted
DOC000644,INV-000644,Stock_Movement,2023-03-12 00:00:00,Posted
DOC000645,INV-000645,Payroll,2025-10-08 00:00:00,Posted
DOC000646,INV-000646,Stock_Movement,2023-03-08 00:00:00,Approved
DOC000647,INV-000647,Sales_Invoice,2025-08-24 00:00:00,Posted
DOC000648,INV-000648,Payroll,2023-06-30 00:00:00,Approved
DOC000649,INV-000649,Stock_Movement,2024-09-04 00:00:00,Posted
DOC000650,INV-000650,Stock_Movement,2024-11-27 00:00:00,Posted
DOC000651,INV-000651,Payroll,2024-08-25 00:00:00,Posted
DOC000652,INV-000652,Sales_Invoice,2023-09-05 00:00:00,Posted
DOC000653,INV-000653,Stock_Movement,2023-12-25 00:00:00,Posted
DOC000654,INV-000654,Budget_Entry,2023-09-06 00:00:00,Posted
DOC000655,INV-000655,Payroll,2024-09-29 00:00:00,Cancelled
DOC000656,INV-000656,Purchase_Order,2025-08-07 00:00:00,Posted
DOC000657,INV-000657,Purchase_Order,2024-10-24 00:00:00,Posted
DOC000658,INV-000658,Sales_Invoice,2023-06-25 00:00:00,Posted
DOC000659,INV-000659,Budget_Entry,2024-12-23 00:00:00,Approved
DOC000660,INV-000660,Stock_Movement,2024-03-01 00:00:00,Posted
DOC000661,INV-000661,Purchase_Order,2025-02-09 00:00:00,Posted
DOC000662,INV-000662,Sales_Invoice,2024-12-03 00:00:00,Approved
DOC000663,INV-000663,Budget_Entry,2023-03-22 00:00:00,Approved
DOC000664,INV-000664,Budget_Entry,2025-07-15 00:00:00,Posted
DOC000665,INV-000665,Sales_Invoice,2023-05-18 00:00:00,Posted
DOC000666,INV-000666,Sales_Invoice,2024-04-14 00:00:00,Posted
DOC000667,INV-000667,Stock_Movement,2023-12-16 00:00:00,Posted
DOC000668,INV-000668,Sales_Invoice,2023-11-06 00:00:00,Posted
DOC000669,INV-000669,Stock_Movement,2025-11-09 00:00:00,Posted
DOC000670,INV-000670,Stock_Movement,2025-09-28 00:00:00,Posted
DOC000671,INV-000671,Payroll,2023-09-26 00:00:00,Posted
DOC000672,INV-000672,Budget_Entry,2025-10-23 00:00:00,Posted
DOC000673,INV-000673,Budget_Entry,2025-02-08 00:00:00,Posted
DOC000674,INV-000674,Budget_Entry,2023-01-16 00:00:00,Posted
DOC000675,INV-000675,Payroll,2024-08-28 00:00:00,Posted
DOC000676,INV-000676,Stock_Movement,2025-03-23 00:00:00,Posted
DOC000677,INV-000677,Stock_Movement,2024-04-26 00:00:00,Draft
DOC000678,INV-000678,Sales_Invoice,2025-06-13 00:00:00,Approved
DOC000679,INV-000679,Payroll,2023-09-26 00:00:00,Cancelled
DOC000680,INV-000680,Sales_Invoice,2024-02-18 00:00:00,Posted
DOC000681,INV-000681,Payroll,2023-01-25 00:00:00,Posted
DOC000682,INV-000682,Sales_Invoice,2023-11-12 00:00:00,Posted
DOC000683,INV-000683,Purchase_Order,2024-07-24 00:00:00,Approved
DOC000684,INV-000684,Budget_Entry,2024-12-25 00:00:00,Approved
DOC000685,INV-000685,Budget_Entry,2025-10-04 00:00:00,Posted
DOC000686,INV-000686,Stock_Movement,2024-01-24 00:00:00,Posted
DOC000687,INV-000687,Purchase_Order,2024-12-22 00:00:00,Posted
DOC000688,INV-000688,Budget_Entry,2024-03-19 00:00:00,Posted
DOC000689,INV-000689,Stock_Movement,2025-09-25 00:00:00,Cancelled
DOC000690,INV-000690,Purchase_Order,2025-12-16 00:00:00,Posted
DOC000691,INV-000691,Budget_Entry,2024-11-27 00:00:00,Posted
DOC000692,INV-000692,Sales_Invoice,2025-08-28 00:00:00,Posted
DOC000693,INV-000693,Payroll,2024-12-21 00:00:00,Posted
DOC000694,INV-000694,Purchase_Order,2024-01-03 00:00:00,Posted
DOC000695,INV-000695,Stock_Movement,2023-12-08 00:00:00,Draft
DOC000696,INV-000696,Purchase_Order,2023-10-31 00:00:00,Draft
DOC000697,INV-000697,Stock_Movement,2025-02-02 00:00:00,Approved
DOC000698,INV-000698,Purchase_Order,2025-03-26 00:00:00,Approved
DOC000699,INV-000699,Stock_Movement,2023-04-22 00:00:00,Posted
DOC000700,INV-000700,Budget_Entry,2025-05-27 00:00:00,Posted
DOC000701,INV-000701,Sales_Invoice,2025-10-26 00:00:00,Posted
DOC000702,INV-000702,Budget_Entry,2025-07-18 00:00:00,Posted
DOC000703,INV-000703,Sales_Invoice,2024-12-03 00:00:00,Cancelled
DOC000704,INV-000704,Budget_Entry,2025-04-25 00:00:00,Posted
DOC000705,INV-000705,Budget_Entry,2025-08-01 00:00:00,Posted
DOC000706,INV-000706,Purchase_Order,2023-10-06 00:00:00,Posted
DOC000707,INV-000707,Payroll,2024-01-17 00:00:00,Posted
DOC000708,INV-000708,Stock_Movement,2023-01-13 00:00:00,Posted
DOC000709,INV-000709,Stock_Movement,2023-10-30 00:00:00,Posted
DOC000710,INV-000710,Stock_Movement,2023-06-09 00:00:00,Posted
DOC000711,INV-000711,Sales_Invoice,2023-06-03 00:00:00,Posted
DOC000712,INV-000712,Stock_Movement,2025-01-23 00:00:00,Posted
DOC000713,INV-000713,Stock_Movement,2023-06-30 00:00:00,Approved
DOC000714,INV-000714,Purchase_Order,2024-01-12 00:00:00,Draft
DOC000715,INV-000715,Budget_Entry,2025-02-14 00:00:00,Posted
DOC000716,INV-000716,Stock_Movement,2023-01-16 00:00:00,Posted
DOC000717,INV-000717,Payroll,2023-09-10 00:00:00,Cancelled
DOC000718,INV-000718,Stock_Movement,2025-12-19 00:00:00,Approved
DOC000719,INV-000719,Sales_Invoice,2023-01-31 00:00:00,Posted
DOC000720,INV-000720,Sales_Invoice,2025-11-10 00:00:00,Posted
