HR_ID,Date_ID,Transaction_Date,Employee_ID,Business_Line_ID,Account_ID,Transaction_Type,Payroll_Period,Payment_Method,Payment_Status,Amount,Hours_Worked,Overtime_Hours,Hourly_Rate,Gross_Amount,Bonus_Type,Training_Course,Travel_Destination,Cost_Center,Project_Code,Approved_By,Processed_By,Notes,Approval_Date,Processing_Date,Tax_Amount,Social_Security,Health_Insurance,Net_Amount,Effective_Hourly_Rate
92,20230823,2023-08-23 00:00:00,EMP00245,BL005,ACC30001,Overtime,2023-08,Bank Transfer,Pending,2130.51,116,16,139.18,6821.21,,,,CC-2321,,EMP00072,EMP00038,,2023-08-24 00:00:00,2023-08-27 00:00:00,682.12,1705.3,682.12,3751.67,32.34
93,20250918,2025-09-18 00:00:00,EMP00047,BL002,ACC30001,Overtime,2025-09,Bank Transfer,Paid,3406.39,121,26,38.8,2043.47,,,,CC-4644,,EMP00076,EMP00116,Final Settlement,2025-09-24 00:00:00,2025-09-19 00:00:00,204.35,510.87,204.35,1123.9,9.29
94,20230928,2023-09-28 00:00:00,EMP00220,BL005,ACC30001,Training,2023-09,Bank Transfer,Paid,12959,193,5,112.24,6260.95,,Compliance,,CC-5784,,EMP00205,EMP00228,,2023-10-02 00:00:00,2023-10-05 00:00:00,626.1,1565.24,626.1,3443.51,17.84
95,20241211,2024-12-11 00:00:00,EMP00092,BL005,ACC30001,Commission,2024-12,Bank Transfer,Paid,2412.79,112,29,19.9,12137.39,,,,CC-1379,PROJ-001,EMP00072,EMP00144,,2024-12-12 00:00:00,2024-12-19 00:00:00,1213.74,3034.35,1213.74,6675.56,59.6
96,20250226,2025-02-26 00:00:00,EMP00198,BL003,ACC30001,Commission,2025-02,Bank Transfer,Paid,1731.92,138,35,147.43,9870.26,,,,CC-5648,PROJ-002,EMP00054,EMP00157,,2025-03-03 00:00:00,2025-03-02 00:00:00,987.03,2467.56,987.03,5428.64,39.34
97,20250624,2025-06-24 00:00:00,EMP00156,BL001,ACC30001,Travel,2025-06,Bank Transfer,Pending,8984.73,178,31,129.01,1411.88,,,Domestic,CC-7560,,EMP00222,EMP00144,,2025-06-25 00:00:00,2025-06-29 00:00:00,141.19,352.97,141.19,776.53,4.36
98,20241205,2024-12-05 00:00:00,EMP00061,BL002,ACC30001,Training,2024-12,Bank Transfer,Paid,3755.93,118,4,144.53,11219.04,,Leadership,,CC-5553,,EMP00099,EMP00179,,2024-12-10 00:00:00,2024-12-06 00:00:00,1121.9,2804.76,1121.9,6170.48,52.29
99,20240630,2024-06-30 00:00:00,EMP00017,BL005,ACC30001,Overtime,2024-06,Check,Paid,955.82,10,36,58.99,7676.64,,,,CC-9964,,EMP00222,EMP00179,,2024-07-04 00:00:00,2024-07-03 00:00:00,767.66,1919.16,767.66,4222.16,422.22
100,20230105,2023-01-05 00:00:00,EMP00034,BL005,ACC30001,Salary,2023-01,Bank Transfer,Pending,4881,50,27,78.18,3974.48,,,,CC-3789,,EMP00242,EMP00172,,2023-01-09 00:00:00,2023-01-12 00:00:00,397.45,993.62,397.45,2185.96,43.72
101,20251217,2025-12-17 00:00:00,EMP00041,BL001,ACC30001,Overtime,2025-12,Bank Transfer,Paid,10576.14,120,7,91.99,13608.77,,,,CC-7368,,EMP00196,EMP00157,,2025-12-23 00:00:00,2025-12-20 00:00:00,1360.88,3402.19,1360.88,7484.82,62.37
102,20230330,2023-03-30 00:00:00,EMP00203,BL001,ACC30001,Overtime,2023-03,Bank Transfer,Paid,7546.03,187,3,52.55,7611.66,,,,CC-6835,PROJ-003,EMP00159,EMP00205,,2023-04-01 00:00:00,2023-04-08 00:00:00,761.17,1902.92,761.17,4186.4,22.39
103,20250412,2025-04-12 00:00:00,EMP00115,BL001,ACC30001,Salary,2025-04,Bank Transfer,Paid,6244.67,71,5,69.8,4707.66,,,,CC-1593,PROJ-003,EMP00098,EMP00016,Reimbursement,2025-04-18 00:00:00,2025-04-18 00:00:00,470.77,1176.92,470.77,2589.2,36.47
104,20250320,2025-03-20 00:00:00,EMP00222,BL002,ACC30001,Training,2025-03,Bank Transfer,Paid,4534.11,103,6,26.24,10477.54,,Technical,,CC-2501,,EMP00222,EMP00205,,2025-03-21 00:00:00,2025-03-23 00:00:00,1047.75,2619.39,1047.75,5762.65,55.95
105,20240930,2024-09-30 00:00:00,EMP00064,BL004,ACC30001,Travel,2024-09,Bank Transfer,Paid,6928.47,29,25,43.54,2091.35,,,International,CC-6805,,EMP00242,EMP00064,,2024-10-06 00:00:00,2024-10-07 00:00:00,209.14,522.84,209.14,1150.23,39.66
106,20251118,2025-11-18 00:00:00,EMP00123,BL002,ACC30001,Benefits,2025-11,Bank Transfer,On Hold,1445.39,195,28,138.69,6753.37,,,,CC-5727,,EMP00046,EMP00075,,2025-11-23 00:00:00,2025-11-24 00:00:00,675.34,1688.34,675.34,3714.35,19.05
107,20250802,2025-08-02 00:00:00,EMP00199,BL006,ACC30001,Overtime,2025-08,Cash,Paid,8038.33,166,9,43.3,2502.5,,,,CC-5179,,EMP00223,EMP00120,,2025-08-08 00:00:00,2025-08-05 00:00:00,250.25,625.62,250.25,1376.38,8.29
108,20230827,2023-08-27 00:00:00,EMP00163,BL001,ACC30001,Training,2023-08,Bank Transfer,Paid,10173.74,89,8,38.12,6377,,Compliance,,CC-8843,PROJ-002,EMP00042,EMP00016,,2023-09-01 00:00:00,2023-08-31 00:00:00,637.7,1594.25,637.7,3507.35,39.41
109,20230323,2023-03-23 00:00:00,EMP00009,BL004,ACC30001,Salary,2023-03,Bank Transfer,Paid,3067.85,77,22,107.6,4917.1,,,,CC-8081,,EMP00054,EMP00173,,2023-03-27 00:00:00,2023-03-29 00:00:00,491.71,1229.28,491.71,2704.4,35.12
110,20250228,2025-02-28 00:00:00,EMP00038,BL003,ACC30001,Salary,2025-02,Bank Transfer,Paid,13588.48,198,20,39.58,2326.34,,,,CC-6345,,EMP00233,EMP00157,Reimbursement,2025-03-04 00:00:00,2025-03-01 00:00:00,232.63,581.58,232.63,1279.5,6.46
111,20250313,2025-03-13 00:00:00,EMP00078,BL001,ACC30001,Salary,2025-03,Bank Transfer,Paid,12438.12,72,30,63.75,9440.1,,,,CC-8126,,EMP00063,EMP00016,Adjustment,2025-03-15 00:00:00,2025-03-18 00:00:00,944.01,2360.02,944.01,5192.06,72.11
112,20241002,2024-10-02 00:00:00,EMP00100,BL003,ACC30001,Salary,2024-10,Bank Transfer,Paid,5261.15,45,29,76.71,6265.12,,,,CC-5953,,EMP00198,EMP00179,,2024-10-06 00:00:00,2024-10-06 00:00:00,626.51,1566.28,626.51,3445.82,76.57
113,20230819,2023-08-19 00:00:00,EMP00160,BL005,ACC30001,Salary,2023-08,Bank Transfer,Paid,11332.34,26,32,17.68,5803.66,,,,CC-6630,PROJ-002,EMP00222,EMP00144,,2023-08-22 00:00:00,2023-08-27 00:00:00,580.37,1450.92,580.37,3192,122.77
114,20250823,2025-08-23 00:00:00,EMP00231,BL005,ACC30001,Benefits,2025-08,Bank Transfer,Paid,10634.09,30,32,131.96,13619.35,,,,CC-2680,,EMP00100,EMP00120,,2025-08-26 00:00:00,2025-08-31 00:00:00,1361.94,3404.84,1361.94,7490.63,249.69
115,20250721,2025-07-21 00:00:00,EMP00109,BL005,ACC30001,Bonus,2025-07,Bank Transfer,Paid,1655.63,170,16,33.97,9325.54,Project,,,CC-6074,,EMP00226,EMP00064,Adjustment,2025-07-27 00:00:00,2025-07-26 00:00:00,932.55,2331.39,932.55,5129.05,30.17
116,20231202,2023-12-02 00:00:00,EMP00108,BL005,ACC30001,Benefits,2023-12,Bank Transfer,On Hold,12331.79,166,15,39.19,11548.09,,,,CC-6974,,EMP00013,EMP00184,,2023-12-03 00:00:00,2023-12-10 00:00:00,1154.81,2887.02,1154.81,6351.45,38.26
117,20250421,2025-04-21 00:00:00,EMP00185,BL005,ACC30001,Overtime,2025-04,Cash,Paid,6476.86,33,27,24.39,8793.91,,,,CC-5238,PROJ-002,EMP00205,EMP00038,,2025-04-24 00:00:00,2025-04-30 00:00:00,879.39,2198.48,879.39,4836.65,146.57
118,20250320,2025-03-20 00:00:00,EMP00053,BL006,ACC30001,Benefits,2025-03,Bank Transfer,Pending,14417.78,73,18,40.87,1996.28,,,,CC-4663,,EMP00216,EMP00180,,2025-03-26 00:00:00,2025-03-21 00:00:00,199.63,499.07,199.63,1097.95,15.04
119,20230410,2023-04-10 00:00:00,EMP00128,BL003,ACC30001,Travel,2023-04,Bank Transfer,Paid,14900.93,115,3,79.53,9465.23,,,Domestic,CC-2159,,EMP00080,EMP00239,,2023-04-14 00:00:00,2023-04-16 00:00:00,946.52,2366.31,946.52,5205.88,45.27
120,20230721,2023-07-21 00:00:00,EMP00154,BL001,ACC30001,Commission,2023-07,Bank Transfer,Paid,9773.26,192,28,129.83,12094.95,,,,CC-4448,,EMP00013,EMP00188,,2023-07-25 00:00:00,2023-07-30 00:00:00,1209.5,3023.74,1209.5,6652.21,34.65
121,20230616,2023-06-16 00:00:00,EMP00046,BL006,ACC30001,Commission,2023-06,Bank Transfer,Paid,11289.07,96,33,108.16,8236.93,,,,CC-6167,,EMP00099,EMP00078,,2023-06-20 00:00:00,2023-06-25 00:00:00,823.69,2059.23,823.69,4530.32,47.19
122,20251119,2025-11-19 00:00:00,EMP00186,BL001,ACC30001,Salary,2025-11,Bank Transfer,Paid,4285.31,67,30,71.74,8372.17,,,,CC-6473,,EMP00136,EMP00184,,2025-11-20 00:00:00,2025-11-24 00:00:00,837.22,2093.04,837.22,4604.69,68.73
123,20230311,2023-03-11 00:00:00,EMP00188,BL003,ACC30001,Bonus,2023-03,Bank Transfer,Paid,8712.06,70,23,145.35,7400.86,Referral,,,CC-8194,PROJ-003,EMP00046,EMP00188,Advance Payment,2023-03-13 00:00:00,2023-03-20 00:00:00,740.09,1850.22,740.09,4070.46,58.15
124,20230404,2023-04-04 00:00:00,EMP00227,BL002,ACC30001,Salary,2023-04,Bank Transfer,Paid,4153.93,40,15,40.74,13509,,,,CC-2446,PROJ-003,EMP00180,EMP00244,,2023-04-08 00:00:00,2023-04-08 00:00:00,1350.9,3377.25,1350.9,7429.95,185.75
125,20230910,2023-09-10 00:00:00,EMP00090,BL002,ACC30001,Bonus,2023-09,Bank Transfer,On Hold,11207.59,56,25,101.74,8494.23,Referral,,,CC-7747,,EMP00113,EMP00210,,2023-09-14 00:00:00,2023-09-15 00:00:00,849.42,2123.56,849.42,4671.83,83.43
126,20250407,2025-04-07 00:00:00,EMP00131,BL005,ACC30001,Salary,2025-04,Bank Transfer,Paid,785.7,12,29,72.32,5772.32,,,,CC-2689,PROJ-003,EMP00242,EMP00120,Adjustment,2025-04-08 00:00:00,2025-04-15 00:00:00,577.23,1443.08,577.23,3174.78,264.56
127,20230721,2023-07-21 00:00:00,EMP00228,BL005,ACC30001,Benefits,2023-07,Bank Transfer,Paid,6879.92,47,8,85.08,2888.34,,,,CC-1584,PROJ-002,EMP00136,EMP00244,,2023-07-22 00:00:00,2023-07-27 00:00:00,288.83,722.08,288.83,1588.6,33.8
128,20230205,2023-02-05 00:00:00,EMP00207,BL005,ACC30001,Training,2023-02,Bank Transfer,Paid,9223.77,23,8,107.74,11640.67,,Leadership,,CC-7942,,EMP00046,EMP00239,,2023-02-10 00:00:00,2023-02-13 00:00:00,1164.07,2910.17,1164.07,6402.36,278.36
129,20251231,2025-12-31 00:00:00,EMP00015,BL006,ACC30001,Salary,2025-12,Bank Transfer,Paid,14429.41,70,15,118.9,2159.93,,,,CC-5128,,EMP00199,EMP00078,,2026-01-05 00:00:00,2026-01-03 00:00:00,215.99,539.98,215.99,1187.97,16.97
130,20251207,2025-12-07 00:00:00,EMP00194,BL001,ACC30001,Travel,2025-12,Bank Transfer,Paid,9215.91,98,32,33.57,11941.23,,,International,CC-3139,PROJ-001,EMP00076,EMP00104,,2025-12-09 00:00:00,2025-12-16 00:00:00,1194.12,2985.31,1194.12,6567.68,67.02
131,20250924,2025-09-24 00:00:00,EMP00238,BL001,ACC30001,Training,2025-09,Check,Pending,10275.58,199,25,28.68,3501.85,,Soft Skills,,CC-1553,,EMP00198,EMP00208,Final Settlement,2025-09-25 00:00:00,2025-10-03 00:00:00,350.18,875.46,350.18,1926.03,9.68
132,20230130,2023-01-30 00:00:00,EMP00236,BL006,ACC30001,Salary,2023-01,Bank Transfer,Paid,13942.22,14,37,50.52,3827.74,,,,CC-6533,,EMP00198,EMP00120,,2023-02-02 00:00:00,2023-02-05 00:00:00,382.77,956.94,382.77,2105.26,150.38
133,20251219,2025-12-19 00:00:00,EMP00236,BL003,ACC30001,Bonus,2025-12,Bank Transfer,Paid,14704.93,10,9,118.64,952.56,Performance,,,CC-4530,PROJ-001,EMP00026,EMP00228,,2025-12-25 00:00:00,2025-12-26 00:00:00,95.26,238.14,95.26,523.9,52.39
134,20250726,2025-07-26 00:00:00,EMP00095,BL002,ACC30001,Commission,2025-07,Bank Transfer,Paid,4799.04,46,37,81.45,4604.96,,,,CC-9895,,EMP00020,EMP00179,,2025-07-28 00:00:00,2025-07-27 00:00:00,460.5,1151.24,460.5,2532.72,55.06
135,20250406,2025-04-06 00:00:00,EMP00150,BL002,ACC30001,Travel,2025-04,Bank Transfer,Paid,14438.01,190,1,119.12,3926.66,,,International,CC-4701,,EMP00013,EMP00180,Final Settlement,2025-04-11 00:00:00,2025-04-10 00:00:00,392.67,981.66,392.67,2159.66,11.37
136,20230105,2023-01-05 00:00:00,EMP00093,BL004,ACC30001,Salary,2023-01,Bank Transfer,On Hold,2176.17,115,0,84.54,9450.99,,,,CC-8791,PROJ-003,EMP00161,EMP00064,,2023-01-08 00:00:00,2023-01-12 00:00:00,945.1,2362.75,945.1,5198.04,45.2
137,20250505,2025-05-05 00:00:00,EMP00166,BL005,ACC30001,Travel,2025-05,Bank Transfer,Paid,4336.7,19,35,115.44,11290.27,,,Domestic,CC-6938,PROJ-003,EMP00099,EMP00038,,2025-05-07 00:00:00,2025-05-08 00:00:00,1129.03,2822.57,1129.03,6209.64,326.82
138,20250824,2025-08-24 00:00:00,EMP00010,BL004,ACC30001,Training,2025-08,Cash,Paid,6029.18,123,36,52.2,8458.04,,Soft Skills,,CC-8236,,EMP00093,EMP00188,,2025-08-27 00:00:00,2025-08-26 00:00:00,845.8,2114.51,845.8,4651.93,37.82
139,20250314,2025-03-14 00:00:00,EMP00119,BL003,ACC30001,Commission,2025-03,Bank Transfer,Pending,5215.12,31,25,46.91,5293.92,,,,CC-6922,,EMP00069,EMP00053,Final Settlement,2025-03-16 00:00:00,2025-03-17 00:00:00,529.39,1323.48,529.39,2911.66,93.92
140,20250103,2025-01-03 00:00:00,EMP00195,BL003,ACC30001,Salary,2025-01,Bank Transfer,Paid,7046.17,2,7,112.07,14946.88,,,,CC-7193,,EMP00066,EMP00047,Reimbursement,2025-01-07 00:00:00,2025-01-11 00:00:00,1494.69,3736.72,1494.69,8220.78,4110.39
141,20241113,2024-11-13 00:00:00,EMP00136,BL003,ACC30001,Travel,2024-11,Bank Transfer,Paid,14690.95,30,33,68.13,11768.4,,,EU,CC-8914,PROJ-003,EMP00159,EMP00064,,2024-11-19 00:00:00,2024-11-19 00:00:00,1176.84,2942.1,1176.84,6472.62,215.75
142,20231231,2023-12-31 00:00:00,EMP00142,BL003,ACC30001,Salary,2023-12,Cash,Paid,11957.56,66,33,32,6231.93,,,,CC-9839,,EMP00079,EMP00180,,2024-01-05 00:00:00,2024-01-08 00:00:00,623.19,1557.98,623.19,3427.57,51.93
143,20241016,2024-10-16 00:00:00,EMP00203,BL001,ACC30001,Commission,2024-10,Bank Transfer,Paid,8485.02,179,34,131.33,13931.59,,,,CC-5825,PROJ-002,EMP00093,EMP00078,,2024-10-22 00:00:00,2024-10-24 00:00:00,1393.16,3482.9,1393.16,7662.37,42.81
144,20240725,2024-07-25 00:00:00,EMP00079,BL005,ACC30001,Salary,2024-07,Bank Transfer,On Hold,2700.74,197,6,120.82,5633.22,,,,CC-4602,,EMP00020,EMP00180,,2024-07-31 00:00:00,2024-07-26 00:00:00,563.32,1408.3,563.32,3098.28,15.73
145,20241106,2024-11-06 00:00:00,EMP00210,BL004,ACC30001,Bonus,2024-11,Bank Transfer,On Hold,14359.95,48,16,39.61,4200.81,Referral,,,CC-1903,,EMP00060,EMP00047,,2024-11-11 00:00:00,2024-11-15 00:00:00,420.08,1050.2,420.08,2310.45,48.13
146,20251216,2025-12-16 00:00:00,EMP00033,BL006,ACC30001,Overtime,2025-12,Bank Transfer,Pending,9536.91,172,18,136.72,1184.96,,,,CC-8090,,EMP00147,EMP00016,,2025-12-21 00:00:00,2025-12-20 00:00:00,118.5,296.24,118.5,651.72,3.79
147,20240717,2024-07-17 00:00:00,EMP00163,BL003,ACC30001,Benefits,2024-07,Bank Transfer,Paid,14756.37,22,34,64.61,4100.78,,,,CC-4119,,EMP00019,EMP00016,,2024-07-21 00:00:00,2024-07-23 00:00:00,410.08,1025.2,410.08,2255.42,102.52
148,20241017,2024-10-17 00:00:00,EMP00055,BL003,ACC30001,Salary,2024-10,Bank Transfer,Paid,11789.47,185,20,35.42,2473.93,,,,CC-1149,PROJ-001,EMP00226,EMP00173,Advance Payment,2024-10-18 00:00:00,2024-10-24 00:00:00,247.39,618.48,247.39,1360.67,7.35
149,20251106,2025-11-06 00:00:00,EMP00200,BL005,ACC30001,Commission,2025-11,Bank Transfer,Pending,1645.36,158,39,34.94,12719.04,,,,CC-5839,,EMP00079,EMP00244,,2025-11-10 00:00:00,2025-11-15 00:00:00,1271.9,3179.76,1271.9,6995.48,44.28
150,20250725,2025-07-25 00:00:00,EMP00166,BL004,ACC30001,Salary,2025-07,Bank Transfer,Paid,13940.48,100,13,52.21,2877.03,,,,CC-7526,,EMP00145,EMP00205,,2025-07-30 00:00:00,2025-08-01 00:00:00,287.7,719.26,287.7,1582.37,15.82
151,20250309,2025-03-09 00:00:00,EMP00121,BL006,ACC30001,Travel,2025-03,Bank Transfer,On Hold,4950.36,55,23,94.47,4781.17,,,Domestic,CC-4135,,EMP00099,EMP00120,,2025-03-10 00:00:00,2025-03-12 00:00:00,478.12,1195.29,478.12,2629.64,47.81
152,20231220,2023-12-20 00:00:00,EMP00049,BL004,ACC30001,Salary,2023-12,Bank Transfer,Paid,8049.76,148,0,141.31,3807.65,,,,CC-9507,,EMP00061,EMP00184,,2023-12-21 00:00:00,2023-12-26 00:00:00,380.77,951.91,380.77,2094.2,14.15
153,20240703,2024-07-03 00:00:00,EMP00220,BL005,ACC30001,Salary,2024-07,Bank Transfer,Paid,14104.78,70,5,78.36,4947.72,,,,CC-3000,,EMP00147,EMP00157,,2024-07-06 00:00:00,2024-07-10 00:00:00,494.77,1236.93,494.77,2721.25,38.88
154,20250409,2025-04-09 00:00:00,EMP00015,BL001,ACC30001,Benefits,2025-04,Bank Transfer,Paid,8750.28,54,18,15.59,10117.26,,,,CC-8129,,EMP00098,EMP00116,,2025-04-15 00:00:00,2025-04-13 00:00:00,1011.73,2529.32,1011.73,5564.48,103.05
155,20231025,2023-10-25 00:00:00,EMP00076,BL001,ACC30001,Benefits,2023-10,Bank Transfer,Paid,10601.95,133,28,72.55,2301.06,,,,CC-7513,,EMP00027,EMP00180,Advance Payment,2023-10-29 00:00:00,2023-10-31 00:00:00,230.11,575.26,230.11,1265.58,9.52
156,20230308,2023-03-08 00:00:00,EMP00079,BL001,ACC30001,Salary,2023-03,Bank Transfer,Paid,1413.58,165,7,113.56,1273.8,,,,CC-8953,,EMP00066,EMP00180,,2023-03-12 00:00:00,2023-03-13 00:00:00,127.38,318.45,127.38,700.59,4.25
157,20241003,2024-10-03 00:00:00,EMP00238,BL003,ACC30001,Bonus,2024-10,Bank Transfer,Paid,10330.71,41,15,27.61,10394.65,Referral,,,CC-9025,PROJ-002,EMP00222,EMP00053,,2024-10-06 00:00:00,2024-10-06 00:00:00,1039.46,2598.66,1039.46,5717.07,139.44
158,20250318,2025-03-18 00:00:00,EMP00217,BL001,ACC30001,Salary,2025-03,Check,Paid,11427.72,26,16,47.22,7435.69,,,,CC-6501,,EMP00020,EMP00173,Reimbursement,2025-03-19 00:00:00,2025-03-26 00:00:00,743.57,1858.92,743.57,4089.63,157.29
159,20240226,2024-02-26 00:00:00,EMP00070,BL006,ACC30001,Benefits,2024-02,Bank Transfer,Paid,1794.09,91,38,84.63,1721.19,,,,CC-4321,,EMP00020,EMP00016,,2024-03-02 00:00:00,2024-02-27 00:00:00,172.12,430.3,172.12,946.65,10.4
160,20250714,2025-07-14 00:00:00,EMP00089,BL003,ACC30001,Commission,2025-07,Bank Transfer,Paid,10276.44,97,27,51.3,8812.81,,,,CC-7478,,EMP00042,EMP00180,Reimbursement,2025-07-18 00:00:00,2025-07-18 00:00:00,881.28,2203.2,881.28,4847.05,49.97
161,20250113,2025-01-13 00:00:00,EMP00042,BL003,ACC30001,Salary,2025-01,Bank Transfer,Paid,7086.8,188,26,17.93,9782.9,,,,CC-4994,,EMP00223,EMP00239,,2025-01-14 00:00:00,2025-01-18 00:00:00,978.29,2445.72,978.29,5380.6,28.62
162,20240401,2024-04-01 00:00:00,EMP00197,BL004,ACC30001,Bonus,2024-04,Bank Transfer,Pending,13390.82,74,11,95.89,14759.01,Performance,,,CC-7740,PROJ-002,EMP00190,EMP00182,,2024-04-06 00:00:00,2024-04-07 00:00:00,1475.9,3689.75,1475.9,8117.46,109.7
163,20240111,2024-01-11 00:00:00,EMP00026,BL006,ACC30001,Salary,2024-01,Bank Transfer,Paid,14235.13,145,19,145.09,6275.25,,,,CC-4578,PROJ-003,EMP00233,EMP00228,,2024-01-17 00:00:00,2024-01-12 00:00:00,627.53,1568.81,627.53,3451.38,23.8
164,20230316,2023-03-16 00:00:00,EMP00216,BL001,ACC30001,Benefits,2023-03,Bank Transfer,Pending,3704.72,48,30,79.84,10649.11,,,,CC-6795,PROJ-002,EMP00190,EMP00047,,2023-03-20 00:00:00,2023-03-24 00:00:00,1064.91,2662.28,1064.91,5857.01,122.02
165,20240701,2024-07-01 00:00:00,EMP00025,BL004,ACC30001,Salary,2024-07,Bank Transfer,Paid,13428.18,161,19,102.5,4588.16,,,,CC-3316,PROJ-001,EMP00136,EMP00184,,2024-07-04 00:00:00,2024-07-06 00:00:00,458.82,1147.04,458.82,2523.48,15.67
166,20240612,2024-06-12 00:00:00,EMP00104,BL006,ACC30001,Benefits,2024-06,Bank Transfer,Paid,8489.02,129,5,124.21,10871.15,,,,CC-8109,,EMP00205,EMP00208,,2024-06-18 00:00:00,2024-06-15 00:00:00,1087.12,2717.79,1087.12,5979.12,46.35
167,20230421,2023-04-21 00:00:00,EMP00070,BL004,ACC30001,Benefits,2023-04,Bank Transfer,Paid,7247.84,168,14,23.64,12648.68,,,,CC-8872,,EMP00026,EMP00120,,2023-04-23 00:00:00,2023-04-28 00:00:00,1264.87,3162.17,1264.87,6956.77,41.41
168,20230801,2023-08-01 00:00:00,EMP00110,BL004,ACC30001,Salary,2023-08,Bank Transfer,Paid,7101.81,49,29,114.2,6955.03,,,,CC-8510,PROJ-002,EMP00198,EMP00173,,2023-08-04 00:00:00,2023-08-03 00:00:00,695.5,1738.76,695.5,3825.27,78.07
169,20250115,2025-01-15 00:00:00,EMP00015,BL006,ACC30001,Salary,2025-01,Bank Transfer,Paid,12228.02,90,5,141.13,7041.4,,,,CC-8923,PROJ-002,EMP00054,EMP00064,,2025-01-21 00:00:00,2025-01-19 00:00:00,704.14,1760.35,704.14,3872.77,43.03
170,20250128,2025-01-28 00:00:00,EMP00124,BL004,ACC30001,Benefits,2025-01,Bank Transfer,Paid,3966.42,141,21,114.26,936.47,,,,CC-9794,PROJ-001,EMP00190,EMP00182,Advance Payment,2025-02-01 00:00:00,2025-02-02 00:00:00,93.65,234.12,93.65,515.05,3.65
171,20250524,2025-05-24 00:00:00,EMP00175,BL006,ACC30001,Salary,2025-05,Bank Transfer,Paid,961.16,85,15,23.54,10703.02,,,,CC-2535,,EMP00041,EMP00208,,2025-05-25 00:00:00,2025-05-29 00:00:00,1070.3,2675.76,1070.3,5886.66,69.25
172,20250729,2025-07-29 00:00:00,EMP00182,BL001,ACC30001,Salary,2025-07,Bank Transfer,Paid,922.81,136,16,37.39,3469.75,,,,CC-1109,,EMP00019,EMP00173,,2025-08-02 00:00:00,2025-08-07 00:00:00,346.98,867.44,346.98,1908.35,14.03
173,20250731,2025-07-31 00:00:00,EMP00034,BL001,ACC30001,Salary,2025-07,Cash,Paid,14521.83,159,1,110.75,6148.27,,,,CC-4304,,EMP00080,EMP00184,Final Settlement,2025-08-04 00:00:00,2025-08-01 00:00:00,614.83,1537.07,614.83,3381.54,21.27
174,20230413,2023-04-13 00:00:00,EMP00160,BL002,ACC30001,Benefits,2023-04,Bank Transfer,Paid,3391.54,125,7,120.11,11301.49,,,,CC-8994,,EMP00061,EMP00078,,2023-04-14 00:00:00,2023-04-19 00:00:00,1130.15,2825.37,1130.15,6215.82,49.73
175,20250910,2025-09-10 00:00:00,EMP00161,BL001,ACC30001,Salary,2025-09,Check,Paid,5095.66,149,10,138.4,8403.63,,,,CC-7130,PROJ-001,EMP00041,EMP00208,Final Settlement,2025-09-13 00:00:00,2025-09-14 00:00:00,840.36,2100.91,840.36,4622,31.02
176,20251116,2025-11-16 00:00:00,EMP00100,BL003,ACC30001,Salary,2025-11,Bank Transfer,Paid,1813.58,146,30,97.38,10741.52,,,,CC-5801,,EMP00047,EMP00075,,2025-11-21 00:00:00,2025-11-25 00:00:00,1074.15,2685.38,1074.15,5907.84,40.46
177,20240826,2024-08-26 00:00:00,EMP00027,BL005,ACC30001,Salary,2024-08,Bank Transfer,Paid,13440.73,127,13,23.47,11249.71,,,,CC-8162,,EMP00216,EMP00184,Reimbursement,2024-08-28 00:00:00,2024-08-31 00:00:00,1124.97,2812.43,1124.97,6187.34,48.72
178,20240112,2024-01-12 00:00:00,EMP00015,BL006,ACC30001,Salary,2024-01,Bank Transfer,Paid,14727.76,172,16,56,13423.63,,,,CC-4298,PROJ-003,EMP00013,EMP00016,,2024-01-17 00:00:00,2024-01-18 00:00:00,1342.36,3355.91,1342.36,7383,42.92
179,20230603,2023-06-03 00:00:00,EMP00235,BL001,ACC30001,Salary,2023-06,Bank Transfer,Paid,5037.08,162,20,56.55,3136,,,,CC-5023,,EMP00069,EMP00184,Reimbursement,2023-06-08 00:00:00,2023-06-06 00:00:00,313.6,784,313.6,1724.8,10.65
180,20240115,2024-01-15 00:00:00,EMP00144,BL001,ACC30001,Benefits,2024-01,Bank Transfer,Paid,916.39,186,11,16.25,3469.98,,,,CC-6939,,EMP00180,EMP00047,,2024-01-17 00:00:00,2024-01-17 00:00:00,347,867.5,347,1908.48,10.26
181,20230214,2023-02-14 00:00:00,EMP00113,BL004,ACC30001,Benefits,2023-02,Bank Transfer,Paid,3760.68,83,3,134.05,5035.88,,,,CC-6486,,EMP00226,EMP00120,,2023-02-19 00:00:00,2023-02-16 00:00:00,503.59,1258.97,503.59,2769.73,33.37
182,20240515,2024-05-15 00:00:00,EMP00239,BL001,ACC30001,Training,2024-05,Cash,Paid,6521.48,135,21,100.94,11148.68,,Soft Skills,,CC-4001,,EMP00222,EMP00172,Final Settlement,2024-05-17 00:00:00,2024-05-24 00:00:00,1114.87,2787.17,1114.87,6131.77,45.42
183,20240423,2024-04-23 00:00:00,EMP00195,BL003,ACC30001,Salary,2024-04,Bank Transfer,Paid,7583.77,83,23,59.34,14151.37,,,,CC-2862,PROJ-003,EMP00054,EMP00210,,2024-04-25 00:00:00,2024-04-26 00:00:00,1415.14,3537.84,1415.14,7783.25,93.77
