Budget_ID,Date_ID,Budget_Period,Account_ID,Business_Line_ID,Employee_ID,Budget_Version,Budget_Type,Budget_Category,Cost_Center,Project_Code,Budgeted_Amount,Actual_Amount,Committed_Amount,Forecast_Amount,Budget_Owner,Approval_Status,Approved_By,Notes,Approval_Date,Last_Modified_Date,Variance,Variance_Pct,Available_Budget,Utilization_Pct,Forecast_Variance
92,20231109,2023-11-09 00:00:00,ACC50002,BL004,EMP00142,V2_Revised,Quarterly,Headcount,CC-5062,PROJ-002,78035.25,9445.41,77568.09,37601.25,EMP00151,Approved,EMP00082,Under Budget,2023-11-11 00:00:00,2023-11-30 00:00:00,-68589.84,-87.9,467.16,12.1,-40434
93,20230218,2023-02-18 00:00:00,ACC20002,BL001,EMP00073,V1_Original,Project-Based,Revenue,CC-3714,PROJ-002,81875.88,104873.7,7247.06,50137.27,EMP00097,Approved,EMP00242,Over Budget,2023-02-22 00:00:00,2023-02-23 00:00:00,22997.82,28.09,74628.82,128.09,-31738.61
94,20250729,2025-07-29 00:00:00,ACC40001,BL001,EMP00200,V3_Final,Quarterly,OPEX,CC-1049,,15308.44,108027.94,70810.81,97436.65,EMP00149,Rejected,EMP00121,,2025-08-07 00:00:00,2025-08-10 00:00:00,92719.5,605.68,-55502.37,705.68,82128.21
95,20230825,2023-08-25 00:00:00,ACC40001,BL001,EMP00212,V2_Revised,Monthly,Headcount,CC-6390,,31258.22,37180.82,81817.62,82008.03,EMP00115,Approved,EMP00232,Under Budget,2023-08-27 00:00:00,2023-09-06 00:00:00,5922.6,18.95,-50559.4,118.95,50749.81
96,20250310,2025-03-10 00:00:00,ACC30003,BL004,EMP00200,V2_Revised,Monthly,OPEX,CC-6040,,27858.59,92376.99,75369.82,92746.61,EMP00075,Pending,EMP00121,,2025-03-21 00:00:00,2025-04-04 00:00:00,64518.4,231.59,-47511.23,331.59,64888.02
97,20230516,2023-05-16 00:00:00,ACC50001,BL006,EMP00097,V1_Original,Quarterly,Headcount,CC-7937,,21073.35,31694.09,54949.16,79893.43,EMP00032,Pending,EMP00093,,2023-05-25 00:00:00,2023-05-23 00:00:00,10620.74,50.4,-33875.81,150.4,58820.08
98,20240321,2024-03-21 00:00:00,ACC50002,BL001,EMP00059,V3_Final,Annual,OPEX,CC-1783,PROJ-002,84731.35,21697.66,23473.25,82120.89,EMP00046,Approved,EMP00180,,2024-03-31 00:00:00,2024-03-21 00:00:00,-63033.69,-74.39,61258.1,25.61,-2610.46
99,20230318,2023-03-18 00:00:00,ACC30001,BL006,EMP00189,V2_Revised,Quarterly,OPEX,CC-4098,,61314.23,78419.04,84030.94,21369.41,EMP00192,Approved,EMP00232,,2023-04-01 00:00:00,2023-04-04 00:00:00,17104.81,27.9,-22716.71,127.9,-39944.82
100,20230301,2023-03-01 00:00:00,ACC40002,BL001,EMP00165,V2_Revised,Annual,OPEX,CC-6954,PROJ-003,43425.74,90631.9,58079.26,31553.53,EMP00031,Pending,EMP00159,,2023-03-08 00:00:00,2023-03-28 00:00:00,47206.16,108.71,-14653.52,208.71,-11872.21
101,20241201,2024-12-01 00:00:00,ACC20002,BL006,EMP00025,V3_Final,Annual,OPEX,CC-5891,,42898.4,66211.56,89544.6,32328.76,EMP00158,Rejected,EMP00180,Under Budget,2024-12-06 00:00:00,2024-12-17 00:00:00,23313.16,54.35,-46646.2,154.35,-10569.64
102,20231217,2023-12-17 00:00:00,ACC40001,BL003,EMP00243,V3_Final,Monthly,Revenue,CC-2725,PROJ-002,63535.08,46042.45,545.34,83787.48,EMP00054,Approved,EMP00226,Needs Review,2023-12-19 00:00:00,2024-01-10 00:00:00,-17492.63,-27.53,62989.74,72.47,20252.4
103,20230717,2023-07-17 00:00:00,ACC40003,BL006,EMP00243,V2_Revised,Monthly,OPEX,CC-1210,PROJ-002,14376.85,83102.59,28290.87,15645.14,EMP00050,Approved,EMP00190,,2023-07-23 00:00:00,2023-07-18 00:00:00,68725.74,478.03,-13914.02,578.03,1268.29
104,20241204,2024-12-04 00:00:00,ACC50001,BL001,EMP00212,V3_Final,Quarterly,CAPEX,CC-4985,,15528.34,61243.79,11572.92,86366.24,EMP00086,Approved,EMP00042,Over Budget,2024-12-07 00:00:00,2024-12-05 00:00:00,45715.45,294.4,3955.42,394.4,70837.9
105,20240101,2024-01-01 00:00:00,ACC30003,BL001,EMP00212,V3_Final,Annual,OPEX,CC-7698,,85352.21,104172.12,3909.82,14042.05,EMP00009,Approved,EMP00041,Under Budget,2024-01-02 00:00:00,2024-01-08 00:00:00,18819.91,22.05,81442.39,122.05,-71310.16
106,20251122,2025-11-22 00:00:00,ACC60001,BL005,EMP00112,V2_Revised,Annual,CAPEX,CC-1360,,64213.35,31497.54,91544.88,99986.28,EMP00013,Pending,EMP00069,,2025-11-26 00:00:00,2025-12-09 00:00:00,-32715.81,-50.95,-27331.53,49.05,35772.93
107,20240315,2024-03-15 00:00:00,ACC30003,BL004,EMP00087,V1_Original,Monthly,OPEX,CC-5012,,26654.9,102346.87,70887.23,28618.04,EMP00145,Approved,EMP00242,Over Budget,2024-03-18 00:00:00,2024-03-30 00:00:00,75691.97,283.97,-44232.33,383.97,1963.14
108,20240603,2024-06-03 00:00:00,ACC20001,BL001,EMP00080,V1_Original,Quarterly,OPEX,CC-6947,PROJ-002,35635.53,9806.75,51610.25,88861.66,EMP00237,Pending,EMP00079,Over Budget,2024-06-11 00:00:00,2024-06-13 00:00:00,-25828.78,-72.48,-15974.72,27.52,53226.13
109,20230709,2023-07-09 00:00:00,ACC10002,BL004,EMP00175,V1_Original,Monthly,OPEX,CC-4441,,72947.11,99752.48,32925.92,15920.39,EMP00203,Approved,EMP00060,,2023-07-23 00:00:00,2023-07-29 00:00:00,26805.37,36.75,40021.19,136.75,-57026.72
110,20230127,2023-01-27 00:00:00,ACC40001,BL004,EMP00122,V1_Original,Quarterly,CAPEX,CC-1491,PROJ-002,65624.73,30729.97,48851.08,101227.04,EMP00149,Approved,EMP00159,Over Budget,2023-01-31 00:00:00,2023-02-07 00:00:00,-34894.76,-53.17,16773.65,46.83,35602.31
111,20231016,2023-10-16 00:00:00,ACC40003,BL001,EMP00141,V2_Revised,Monthly,CAPEX,CC-8492,,40899.31,30485.98,48315.88,5741.39,EMP00028,Approved,EMP00080,,2023-10-22 00:00:00,2023-10-23 00:00:00,-10413.33,-25.46,-7416.57,74.54,-35157.92
112,20240309,2024-03-09 00:00:00,ACC40002,BL005,EMP00025,V1_Original,Quarterly,OPEX,CC-3735,PROJ-002,92799.13,36701.29,7816.22,58858.64,EMP00198,Approved,EMP00063,Under Budget,2024-03-21 00:00:00,2024-04-03 00:00:00,-56097.84,-60.45,84982.91,39.55,-33940.49
113,20250621,2025-06-21 00:00:00,ACC30004,BL006,EMP00165,V2_Revised,Monthly,OPEX,CC-3967,,86325.64,69938.92,20238.96,97993.58,EMP00005,Approved,EMP00047,,2025-06-27 00:00:00,2025-07-07 00:00:00,-16386.72,-18.98,66086.68,81.02,11667.94
114,20251122,2025-11-22 00:00:00,ACC10002,BL003,EMP00084,V2_Revised,Monthly,Headcount,CC-6489,,18766.73,104659.86,15932.13,33730.01,EMP00115,Approved,EMP00082,,2025-11-25 00:00:00,2025-12-09 00:00:00,85893.13,457.69,2834.6,557.69,14963.28
115,20241215,2024-12-15 00:00:00,ACC20001,BL001,EMP00066,V1_Original,Monthly,OPEX,CC-1468,,81968.32,66060.26,1003.65,39153.46,EMP00093,Approved,EMP00093,,2024-12-22 00:00:00,2024-12-25 00:00:00,-15908.06,-19.41,80964.67,80.59,-42814.86
116,20250622,2025-06-22 00:00:00,ACC40003,BL001,EMP00225,V2_Revised,Project-Based,Headcount,CC-4659,PROJ-001,22367.86,94390.87,13888.67,104000.61,EMP00051,Approved,EMP00069,On Track,2025-06-23 00:00:00,2025-06-25 00:00:00,72023.01,321.99,8479.19,421.99,81632.75
117,20240802,2024-08-02 00:00:00,ACC40002,BL002,EMP00163,V1_Original,Project-Based,OPEX,CC-5407,,68961.61,24597.95,90637.52,32818.41,EMP00247,Approved,EMP00066,,2024-08-08 00:00:00,2024-08-06 00:00:00,-44363.66,-64.33,-21675.91,35.67,-36143.2
118,20230503,2023-05-03 00:00:00,ACC20002,BL006,EMP00143,V3_Final,Quarterly,CAPEX,CC-1595,,4825.82,100156.41,64634.24,1663.64,EMP00166,Approved,EMP00223,Over Budget,2023-05-09 00:00:00,2023-05-17 00:00:00,95330.59,1975.43,-59808.42,2075.43,-3162.18
119,20250204,2025-02-04 00:00:00,ACC20002,BL002,EMP00019,V2_Revised,Annual,Revenue,CC-2541,,63160.51,19820.01,29565.4,73127.52,EMP00041,Approved,EMP00080,On Track,2025-02-15 00:00:00,2025-02-04 00:00:00,-43340.5,-68.62,33595.11,31.38,9967.01
120,20251226,2025-12-26 00:00:00,ACC10002,BL001,EMP00110,V1_Original,Annual,CAPEX,CC-7119,,89001.06,50343.87,54845.17,78552.81,EMP00231,Pending,EMP00041,Over Budget,2025-12-28 00:00:00,2026-01-24 00:00:00,-38657.19,-43.43,34155.89,56.57,-10448.25
121,20230425,2023-04-25 00:00:00,ACC30003,BL006,EMP00189,V1_Original,Annual,OPEX,CC-4440,,75302.96,50646.1,84500.83,56506.1,EMP00071,Approved,EMP00113,On Track,2023-05-05 00:00:00,2023-05-04 00:00:00,-24656.86,-32.74,-9197.87,67.26,-18796.86
122,20231122,2023-11-22 00:00:00,ACC30001,BL006,EMP00048,V2_Revised,Quarterly,OPEX,CC-6724,,29034.67,80308.39,79537.79,35254.5,EMP00021,Pending,EMP00019,Over Budget,2023-11-25 00:00:00,2023-11-30 00:00:00,51273.72,176.59,-50503.12,276.59,6219.83
123,20250413,2025-04-13 00:00:00,ACC40002,BL005,EMP00007,V3_Final,Project-Based,OPEX,CC-9789,PROJ-002,60406.64,34541.89,15068.65,68247.1,EMP00095,Draft,EMP00080,,2025-04-20 00:00:00,2025-05-10 00:00:00,-25864.75,-42.82,45337.99,57.18,7840.46
124,20230520,2023-05-20 00:00:00,ACC60001,BL001,EMP00087,V2_Revised,Monthly,OPEX,CC-8407,PROJ-003,40117.41,33647.21,53398.21,58538.18,EMP00214,Approved,EMP00079,,2023-05-26 00:00:00,2023-06-17 00:00:00,-6470.2,-16.13,-13280.8,83.87,18420.77
125,20250828,2025-08-28 00:00:00,ACC30004,BL001,EMP00008,V1_Original,Project-Based,Headcount,CC-1403,PROJ-002,78950.73,59754.95,35894.46,77680.76,EMP00020,Rejected,EMP00190,,2025-09-07 00:00:00,2025-08-31 00:00:00,-19195.78,-24.31,43056.27,75.69,-1269.97
126,20250909,2025-09-09 00:00:00,ACC40003,BL003,EMP00099,V3_Final,Rolling,OPEX,CC-3595,PROJ-001,84371.67,27898.28,66270.57,63909.46,EMP00048,Pending,EMP00113,,2025-09-19 00:00:00,2025-09-26 00:00:00,-56473.39,-66.93,18101.1,33.07,-20462.21
127,20250604,2025-06-04 00:00:00,ACC60001,BL006,EMP00009,V1_Original,Annual,Revenue,CC-1656,PROJ-003,46413.04,16795.67,21200.26,36045.79,EMP00226,Pending,EMP00079,,2025-06-10 00:00:00,2025-06-04 00:00:00,-29617.37,-63.81,25212.78,36.19,-10367.25
128,20251202,2025-12-02 00:00:00,ACC30002,BL006,EMP00086,V1_Original,Monthly,OPEX,CC-4199,PROJ-002,57643.61,80106.96,62791.42,72826.46,EMP00157,Approved,EMP00242,,2025-12-12 00:00:00,2025-12-17 00:00:00,22463.35,38.97,-5147.81,138.97,15182.85
129,20251222,2025-12-22 00:00:00,ACC20002,BL005,EMP00177,V2_Revised,Rolling,Revenue,CC-7279,,73598.29,23028.52,58925.29,42986.06,EMP00094,Approved,EMP00067,,2026-01-03 00:00:00,2026-01-04 00:00:00,-50569.77,-68.71,14673,31.29,-30612.23
130,20240326,2024-03-26 00:00:00,ACC60001,BL003,EMP00119,V3_Final,Rolling,OPEX,CC-6194,,91618.58,39307.05,83037.73,35985.63,EMP00017,Approved,EMP00147,Under Budget,2024-03-31 00:00:00,2024-04-24 00:00:00,-52311.53,-57.1,8580.85,42.9,-55632.95
131,20250916,2025-09-16 00:00:00,ACC30001,BL006,EMP00124,V3_Final,Quarterly,OPEX,CC-9841,,27913.85,43642.02,93929.41,21010.93,EMP00113,Approved,EMP00232,,2025-09-20 00:00:00,2025-10-05 00:00:00,15728.17,56.35,-66015.56,156.35,-6902.92
132,20240423,2024-04-23 00:00:00,ACC10001,BL001,EMP00114,V1_Original,Project-Based,OPEX,CC-1901,PROJ-002,6710.41,15801.5,70262.21,63163.02,EMP00048,Approved,EMP00099,Under Budget,2024-04-26 00:00:00,2024-05-19 00:00:00,9091.09,135.48,-63551.8,235.48,56452.61
133,20230924,2023-09-24 00:00:00,ACC30003,BL003,EMP00124,V1_Original,Quarterly,CAPEX,CC-4153,,1489.21,17100.82,69904.9,87012.49,EMP00216,Approved,EMP00205,,2023-10-05 00:00:00,2023-10-16 00:00:00,15611.61,1048.31,-68415.69,1148.31,85523.28
134,20231206,2023-12-06 00:00:00,ACC40001,BL003,EMP00141,V1_Original,Quarterly,CAPEX,CC-8307,PROJ-003,3603.03,31224.8,83552.83,56296.82,EMP00087,Approved,EMP00079,,2023-12-08 00:00:00,2023-12-15 00:00:00,27621.77,766.63,-79949.8,866.63,52693.79
135,20240712,2024-07-12 00:00:00,ACC50001,BL003,EMP00079,V2_Revised,Monthly,CAPEX,CC-4317,,41203.02,51198.87,3146.36,60017.97,EMP00057,Approved,EMP00047,,2024-07-25 00:00:00,2024-08-04 00:00:00,9995.85,24.26,38056.66,124.26,18814.95
136,20230928,2023-09-28 00:00:00,ACC10001,BL002,EMP00177,V1_Original,Project-Based,CAPEX,CC-6854,,5769.19,102151.6,71053.58,40596.36,EMP00087,Pending,EMP00121,,2023-10-06 00:00:00,2023-10-14 00:00:00,96382.41,1670.64,-65284.39,1770.64,34827.17
137,20230624,2023-06-24 00:00:00,ACC10001,BL003,EMP00176,V2_Revised,Annual,CAPEX,CC-9231,,88752.43,57442.98,30696.36,51456.73,EMP00131,Approved,EMP00046,Over Budget,2023-07-04 00:00:00,2023-07-20 00:00:00,-31309.45,-35.28,58056.07,64.72,-37295.7
138,20240225,2024-02-25 00:00:00,ACC20001,BL002,EMP00149,V2_Revised,Monthly,CAPEX,CC-4924,PROJ-002,86848.37,13242.59,38653.36,16975.08,EMP00206,Approved,EMP00042,,2024-03-10 00:00:00,2024-02-28 00:00:00,-73605.78,-84.75,48195.01,15.25,-69873.29
139,20250411,2025-04-11 00:00:00,ACC30003,BL003,EMP00084,V1_Original,Quarterly,CAPEX,CC-1110,,66923.52,55647.97,63043.59,58619.33,EMP00242,Approved,EMP00247,Over Budget,2025-04-17 00:00:00,2025-04-22 00:00:00,-11275.55,-16.85,3879.93,83.15,-8304.19
140,20251226,2025-12-26 00:00:00,ACC30003,BL005,EMP00079,V3_Final,Monthly,OPEX,CC-4730,,45954.52,63095.79,87443.66,73082.52,EMP00200,Approved,EMP00020,,2026-01-02 00:00:00,2026-01-20 00:00:00,17141.27,37.3,-41489.14,137.3,27128
141,20251214,2025-12-14 00:00:00,ACC30004,BL001,EMP00031,V3_Final,Annual,CAPEX,CC-2170,,82936.43,57415.96,76023.75,43868.2,EMP00199,Approved,EMP00199,,2025-12-15 00:00:00,2025-12-25 00:00:00,-25520.47,-30.77,6912.68,69.23,-39068.23
142,20250503,2025-05-03 00:00:00,ACC60001,BL001,EMP00178,V2_Revised,Project-Based,Revenue,CC-8585,PROJ-002,7646.69,35168.81,93849.63,92168.32,EMP00105,Approved,EMP00193,,2025-05-11 00:00:00,2025-05-14 00:00:00,27522.12,359.92,-86202.94,459.92,84521.63
143,20251006,2025-10-06 00:00:00,ACC10002,BL002,EMP00034,V2_Revised,Project-Based,OPEX,CC-2582,,96589.43,7905.37,6696.51,80362.98,EMP00117,Approved,EMP00217,,2025-10-09 00:00:00,2025-10-23 00:00:00,-88684.06,-91.82,89892.92,8.18,-16226.45
144,20240102,2024-01-02 00:00:00,ACC50001,BL003,EMP00096,V1_Original,Annual,Revenue,CC-9302,PROJ-003,19103.16,87931.11,62228.16,7822.09,EMP00015,Approved,EMP00060,,2024-01-08 00:00:00,2024-01-18 00:00:00,68827.95,360.3,-43125,460.3,-11281.07
145,20251012,2025-10-12 00:00:00,ACC30004,BL003,EMP00231,V3_Final,Project-Based,OPEX,CC-5745,,34491.69,31019.78,94623.76,69316.33,EMP00167,Approved,EMP00061,,2025-10-20 00:00:00,2025-11-01 00:00:00,-3471.91,-10.07,-60132.07,89.93,34824.64
146,20250708,2025-07-08 00:00:00,ACC30002,BL006,EMP00040,V2_Revised,Monthly,OPEX,CC-8665,PROJ-002,33867.29,97088.74,75835.29,13960.94,EMP00015,Approved,EMP00121,,2025-07-12 00:00:00,2025-07-13 00:00:00,63221.45,186.67,-41968,286.67,-19906.35
147,20240102,2024-01-02 00:00:00,ACC40001,BL004,EMP00096,V1_Original,Project-Based,OPEX,CC-9477,PROJ-001,97779.46,64531.33,21719.46,5895.22,EMP00120,Pending,EMP00054,,2024-01-07 00:00:00,2024-01-27 00:00:00,-33248.13,-34,76060,66,-91884.24
148,20230725,2023-07-25 00:00:00,ACC30003,BL001,EMP00096,V2_Revised,Quarterly,OPEX,CC-8952,PROJ-001,44532.6,25417.59,35569.27,93979.09,EMP00051,Approved,EMP00242,,2023-08-03 00:00:00,2023-08-22 00:00:00,-19115.01,-42.92,8963.33,57.08,49446.49
149,20250111,2025-01-11 00:00:00,ACC10002,BL002,EMP00008,V1_Original,Quarterly,OPEX,CC-1641,,5097.54,90840.53,80881.73,97535.24,EMP00206,Approved,EMP00093,,2025-01-13 00:00:00,2025-01-19 00:00:00,85742.99,1682.05,-75784.19,1782.05,92437.7
150,20230910,2023-09-10 00:00:00,ACC10001,BL001,EMP00178,V2_Revised,Monthly,Revenue,CC-3377,PROJ-002,17325.13,23849.96,58427.14,99175.03,EMP00023,Approved,EMP00205,Needs Review,2023-09-11 00:00:00,2023-09-16 00:00:00,6524.83,37.66,-41102.01,137.66,81849.9
151,20230113,2023-01-13 00:00:00,ACC40002,BL006,EMP00087,V2_Revised,Quarterly,OPEX,CC-1060,,22547.21,47768.41,58080.62,52397.37,EMP00042,Approved,EMP00222,On Track,2023-01-18 00:00:00,2023-01-25 00:00:00,25221.2,111.86,-35533.41,211.86,29850.16
152,20250812,2025-08-12 00:00:00,ACC10002,BL006,EMP00200,V3_Final,Project-Based,Revenue,CC-1736,,38984.94,98566.14,48819.21,60952.67,EMP00198,Pending,EMP00063,On Track,2025-08-23 00:00:00,2025-08-29 00:00:00,59581.2,152.83,-9834.27,252.83,21967.73
153,20250908,2025-09-08 00:00:00,ACC50002,BL002,EMP00084,V2_Revised,Quarterly,OPEX,CC-1439,,52385.17,108433.73,73907.52,42445.11,EMP00122,Approved,EMP00147,On Track,2025-09-15 00:00:00,2025-10-07 00:00:00,56048.56,106.99,-21522.35,206.99,-9940.06
154,20250419,2025-04-19 00:00:00,ACC30002,BL005,EMP00048,V2_Revised,Quarterly,OPEX,CC-8328,PROJ-003,63675.04,91536.89,69487.78,88623.76,EMP00167,Approved,EMP00159,,2025-04-27 00:00:00,2025-05-05 00:00:00,27861.85,43.76,-5812.74,143.76,24948.72
155,20230218,2023-02-18 00:00:00,ACC40002,BL006,EMP00175,V1_Original,Annual,CAPEX,CC-3320,PROJ-003,10795.55,84448.58,91056.6,4504.73,EMP00007,Approved,EMP00121,,2023-03-04 00:00:00,2023-02-26 00:00:00,73653.03,682.25,-80261.05,782.25,-6290.82
156,20230720,2023-07-20 00:00:00,ACC30001,BL002,EMP00176,V1_Original,Project-Based,OPEX,CC-6092,,81159.95,25519.18,86446.89,64114.33,EMP00233,Draft,EMP00046,,2023-07-31 00:00:00,2023-07-26 00:00:00,-55640.77,-68.56,-5286.94,31.44,-17045.62
157,20240820,2024-08-20 00:00:00,ACC30003,BL005,EMP00189,V1_Original,Monthly,Revenue,CC-1930,PROJ-002,80597.46,57741.16,65031.61,14212.93,EMP00075,Approved,EMP00223,Over Budget,2024-08-27 00:00:00,2024-08-27 00:00:00,-22856.3,-28.36,15565.85,71.64,-66384.53
158,20230404,2023-04-04 00:00:00,ACC10001,BL004,EMP00080,V3_Final,Quarterly,OPEX,CC-2771,,97548.26,8690.69,73700.23,25590.85,EMP00088,Draft,EMP00069,,2023-04-15 00:00:00,2023-04-10 00:00:00,-88857.57,-91.09,23848.03,8.91,-71957.41
159,20250805,2025-08-05 00:00:00,ACC50001,BL001,EMP00135,V1_Original,Annual,CAPEX,CC-7284,PROJ-001,66373.95,35988.88,4926.39,13990.35,EMP00101,Pending,EMP00223,,2025-08-11 00:00:00,2025-08-23 00:00:00,-30385.07,-45.78,61447.56,54.22,-52383.6
160,20230512,2023-05-12 00:00:00,ACC30003,BL005,EMP00040,V2_Revised,Quarterly,Revenue,CC-3164,,30381.6,24915.17,30517.52,85684.14,EMP00013,Approved,EMP00063,On Track,2023-05-17 00:00:00,2023-05-16 00:00:00,-5466.43,-17.99,-135.92,82.01,55302.54
161,20230728,2023-07-28 00:00:00,ACC50002,BL001,EMP00025,V2_Revised,Monthly,Headcount,CC-9027,PROJ-003,88572.97,42774.87,87907.05,101331.9,EMP00017,Approved,EMP00121,,2023-07-29 00:00:00,2023-07-31 00:00:00,-45798.1,-51.71,665.92,48.29,12758.93
162,20251022,2025-10-22 00:00:00,ACC40001,BL003,EMP00019,V3_Final,Monthly,CAPEX,CC-3419,,65189.07,74574.14,68741.72,15911.7,EMP00028,Draft,EMP00121,,2025-10-31 00:00:00,2025-10-29 00:00:00,9385.07,14.4,-3552.65,114.4,-49277.37
163,20250127,2025-01-27 00:00:00,ACC20001,BL005,EMP00034,V3_Final,Annual,OPEX,CC-2368,PROJ-003,8847.8,22525.76,22167.86,35912.43,EMP00062,Approved,EMP00098,,2025-02-06 00:00:00,2025-02-07 00:00:00,13677.96,154.59,-13320.06,254.59,27064.63
164,20240322,2024-03-22 00:00:00,ACC50002,BL006,EMP00034,V3_Final,Annual,OPEX,CC-2848,,98607.92,92568.52,8615.59,13638.68,EMP00148,Approved,EMP00226,Over Budget,2024-03-29 00:00:00,2024-04-14 00:00:00,-6039.4,-6.12,89992.33,93.88,-84969.24
165,20240329,2024-03-29 00:00:00,ACC20002,BL001,EMP00141,V1_Original,Monthly,Revenue,CC-9221,,68931.1,34284.69,47483.77,79005.08,EMP00101,Draft,EMP00099,,2024-04-09 00:00:00,2024-04-19 00:00:00,-34646.41,-50.26,21447.33,49.74,10073.98
166,20250227,2025-02-27 00:00:00,ACC10001,BL004,EMP00148,V2_Revised,Monthly,OPEX,CC-7651,,52036.21,18495.69,64108.26,15999.75,EMP00129,Pending,EMP00079,,2025-03-02 00:00:00,2025-03-08 00:00:00,-33540.52,-64.46,-12072.05,35.54,-36036.46
167,20251021,2025-10-21 00:00:00,ACC10002,BL001,EMP00149,V3_Final,Annual,OPEX,CC-4535,PROJ-002,36522.19,3108.03,84146.95,51700,EMP00053,Pending,EMP00113,Over Budget,2025-10-28 00:00:00,2025-11-01 00:00:00,-33414.16,-91.49,-47624.76,8.51,15177.81
168,20250629,2025-06-29 00:00:00,ACC10002,BL002,EMP00119,V3_Final,Quarterly,OPEX,CC-1670,PROJ-003,18409.62,14058.88,19627.14,31156.93,EMP00102,Pending,EMP00067,,2025-07-02 00:00:00,2025-07-10 00:00:00,-4350.74,-23.63,-1217.52,76.37,12747.31
169,20240802,2024-08-02 00:00:00,ACC60001,BL006,EMP00034,V3_Final,Annual,Headcount,CC-4999,PROJ-001,30907.54,84807.82,3524.89,74712.72,EMP00179,Approved,EMP00233,,2024-08-08 00:00:00,2024-08-31 00:00:00,53900.28,174.39,27382.65,274.39,43805.18
170,20230311,2023-03-11 00:00:00,ACC40002,BL001,EMP00175,V2_Revised,Monthly,CAPEX,CC-6778,PROJ-002,26364.42,23410.91,44844.8,18421.82,EMP00061,Approved,EMP00233,,2023-03-16 00:00:00,2023-03-22 00:00:00,-2953.51,-11.2,-18480.38,88.8,-7942.6
171,20240711,2024-07-11 00:00:00,ACC50001,BL004,EMP00142,V1_Original,Monthly,OPEX,CC-3783,PROJ-003,54881.33,89666.16,62875.26,91514.41,EMP00004,Approved,EMP00054,,2024-07-22 00:00:00,2024-07-13 00:00:00,34784.83,63.38,-7993.93,163.38,36633.08
172,20241227,2024-12-27 00:00:00,ACC40002,BL002,EMP00148,V2_Revised,Annual,CAPEX,CC-1143,PROJ-002,31245.05,70009.25,83945.56,55127.08,EMP00176,Approved,EMP00193,Under Budget,2025-01-10 00:00:00,2025-01-08 00:00:00,38764.2,124.07,-52700.51,224.07,23882.03
173,20250405,2025-04-05 00:00:00,ACC30003,BL005,EMP00142,V1_Original,Monthly,CAPEX,CC-2838,,19705.21,8515.03,69244.01,29590.14,EMP00204,Pending,EMP00145,,2025-04-18 00:00:00,2025-04-15 00:00:00,-11190.18,-56.79,-49538.8,43.21,9884.93
174,20231104,2023-11-04 00:00:00,ACC50002,BL002,EMP00148,V1_Original,Quarterly,Revenue,CC-2699,,75638.79,48240.16,59988.01,59308.87,EMP00233,Draft,EMP00020,,2023-11-12 00:00:00,2023-11-21 00:00:00,-27398.63,-36.22,15650.78,63.78,-16329.92
175,20231105,2023-11-05 00:00:00,ACC20001,BL005,EMP00148,V1_Original,Quarterly,OPEX,CC-7328,PROJ-002,30009.85,85831.23,48009.23,6384.82,EMP00221,Approved,EMP00113,,2023-11-15 00:00:00,2023-11-26 00:00:00,55821.38,186.01,-17999.38,286.01,-23625.03
176,20230404,2023-04-04 00:00:00,ACC40001,BL005,EMP00135,V1_Original,Monthly,Headcount,CC-1086,,53090.02,75274.04,18826.72,59976.91,EMP00218,Approved,EMP00232,Under Budget,2023-04-11 00:00:00,2023-05-03 00:00:00,22184.02,41.79,34263.3,141.79,6886.89
177,20250215,2025-02-15 00:00:00,ACC30001,BL005,EMP00084,V2_Revised,Monthly,Headcount,CC-9463,PROJ-001,86792.18,17616.94,56526.09,89848.98,EMP00145,Approved,EMP00136,On Track,2025-02-19 00:00:00,2025-02-21 00:00:00,-69175.24,-79.7,30266.09,20.3,3056.8
178,20250719,2025-07-19 00:00:00,ACC20002,BL001,EMP00231,V2_Revised,Rolling,Headcount,CC-2012,PROJ-002,44709.15,81390.98,83438.4,25517.95,EMP00240,Approved,EMP00100,,2025-07-24 00:00:00,2025-07-28 00:00:00,36681.83,82.05,-38729.25,182.05,-19191.2
179,20251209,2025-12-09 00:00:00,ACC30002,BL004,EMP00059,V3_Final,Monthly,OPEX,CC-4247,,85656.45,100159.61,57892.5,10341.78,EMP00018,Approved,EMP00027,,2025-12-16 00:00:00,2025-12-31 00:00:00,14503.16,16.93,27763.95,116.93,-75314.67
180,20230517,2023-05-17 00:00:00,ACC30004,BL006,EMP00194,V3_Final,Annual,OPEX,CC-4216,,57742.94,56721.79,86006.16,56066.21,EMP00103,Approved,EMP00159,,2023-05-21 00:00:00,2023-06-09 00:00:00,-1021.15,-1.77,-28263.22,98.23,-1676.73
181,20231121,2023-11-21 00:00:00,ACC20002,BL006,EMP00134,V3_Final,Quarterly,CAPEX,CC-6104,,55114.64,67620.5,74942.63,13258.69,EMP00116,Approved,EMP00079,,2023-11-25 00:00:00,2023-12-01 00:00:00,12505.86,22.69,-19827.99,122.69,-41855.95
182,20240809,2024-08-09 00:00:00,ACC30003,BL002,EMP00143,V2_Revised,Annual,OPEX,CC-9425,,25920.77,10105.85,7350.16,15460.34,EMP00229,Approved,EMP00082,Under Budget,2024-08-15 00:00:00,2024-08-19 00:00:00,-15814.92,-61.01,18570.61,38.99,-10460.43
